#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1680	'3.0	'Zs	'None	OGHAM SPACE MARK	' 	' 	' 	' 			Tr≠UCA	'1680	'1680	'1680	'0020	16. NFKC_CF-None
'FACF	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FACF	'𢡊	'𢡊	'𢡊	'𢡊			Tr≠UCA	'2284A	'2284A	'2284A	'FACF	16. NFKC_CF-Canonical
'FAD0	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FAD0	'𢡄	'𢡄	'𢡄	'𢡄			Tr≠UCA	'22844	'22844	'22844	'FAD0	16. NFKC_CF-Canonical
'FAD1	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FAD1	'𣏕	'𣏕	'𣏕	'𣏕			Tr≠UCA	'233D5	'233D5	'233D5	'FAD1	16. NFKC_CF-Canonical
'FAD5	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FAD5	'𥉉	'𥉉	'𥉉	'𥉉			Tr≠UCA	'25249	'25249	'25249	'FAD5	16. NFKC_CF-Canonical
'FAD6	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FAD6	'𥳐	'𥳐	'𥳐	'𥳐			Tr≠UCA	'25CD0	'25CD0	'25CD0	'FAD6	16. NFKC_CF-Canonical
'FAD7	'4.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FAD7	'𧻓	'𧻓	'𧻓	'𧻓			Tr≠UCA	'27ED3	'27ED3	'27ED3	'FAD7	16. NFKC_CF-Canonical
'0675	'1.1	'Lo	'Com	ARABIC LETTER HIGH HAMZA ALEF	'اٴ	'اٴ	'اٴ	'اء			Tr≠UCA	'0627 0674	'0627 0674	'0627 0674	'0627 0621	16. NFKC_CF-Compat
'0676	'1.1	'Lo	'Com	ARABIC LETTER HIGH HAMZA WAW	'وٴ	'وٴ	'وٴ	'وء			Tr≠UCA	'0648 0674	'0648 0674	'0648 0674	'0648 0621	16. NFKC_CF-Compat
'0677	'1.1	'Lo	'Com	ARABIC LETTER U WITH HAMZA ABOVE	'ۇٴ	'ۇٴ	'ۇٴ	'ۇء			Tr≠UCA	'06C7 0674	'06C7 0674	'06C7 0674	'06C7 0621	16. NFKC_CF-Compat
'0678	'1.1	'Lo	'Com	ARABIC LETTER HIGH HAMZA YEH	'يٴ	'يٴ	'يٴ	'يء			Tr≠UCA	'064A 0674	'064A 0674	'064A 0674	'064A 0621	16. NFKC_CF-Compat
'FBDD	'1.1	'Lo	'Iso	ARABIC LETTER U WITH HAMZA ABOVE ISOLATED FORM	'ۇٴ	'ۇٴ	'ۇٴ	'ۇء			Tr≠UCA	'06C7 0674	'06C7 0674	'06C7 0674	'06C7 0621	16. NFKC_CF-Isolated
'FF67	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL A	'ァ	'ァ	'ァ	'ア			Tr≠UCA	'30A1	'30A1	'30A1	'30A2	16. NFKC_CF-Narrow
'FF68	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL I	'ィ	'ィ	'ィ	'イ			Tr≠UCA	'30A3	'30A3	'30A3	'30A4	16. NFKC_CF-Narrow
'FF69	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL U	'ゥ	'ゥ	'ゥ	'ウ			Tr≠UCA	'30A5	'30A5	'30A5	'30A6	16. NFKC_CF-Narrow
'FF6A	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL E	'ェ	'ェ	'ェ	'エ			Tr≠UCA	'30A7	'30A7	'30A7	'30A8	16. NFKC_CF-Narrow
'FF6B	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL O	'ォ	'ォ	'ォ	'オ			Tr≠UCA	'30A9	'30A9	'30A9	'30AA	16. NFKC_CF-Narrow
'FF6C	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL YA	'ャ	'ャ	'ャ	'ヤ			Tr≠UCA	'30E3	'30E3	'30E3	'30E4	16. NFKC_CF-Narrow
'FF6D	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL YU	'ュ	'ュ	'ュ	'ユ			Tr≠UCA	'30E5	'30E5	'30E5	'30E6	16. NFKC_CF-Narrow
'FF6E	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL YO	'ョ	'ョ	'ョ	'ヨ			Tr≠UCA	'30E7	'30E7	'30E7	'30E8	16. NFKC_CF-Narrow
'FF6F	'1.1	'Lo	'Nar	HALFWIDTH KATAKANA LETTER SMALL TU	'ッ	'ッ	'ッ	'ツ			Tr≠UCA	'30C3	'30C3	'30C3	'30C4	16. NFKC_CF-Narrow
'0674	'1.1	'Lo	'None	ARABIC LETTER HIGH HAMZA	'ٴ	'ٴ	'ٴ	'ء			Tr≠UCA	'0674	'0674	'0674	'0621	16. NFKC_CF-None
'0724	'3.0	'Lo	'None	SYRIAC LETTER FINAL SEMKATH	'ܤ	'ܤ	'ܤ	'ܣ			Tr≠UCA	'0724	'0724	'0724	'0723	16. NFKC_CF-None
'08AD	'7.0	'Lo	'None	ARABIC LETTER LOW ALEF	'ࢭ	'ࢭ	'ࢭ	'ا			Tr≠UCA	'08AD	'08AD	'08AD	'0627	16. NFKC_CF-None
'09CE	'4.1	'Lo	'None	BENGALI LETTER KHANDA TA	'ৎ	'ৎ	'ৎ	'ত্			Tr≠UCA	'09CE	'09CE	'09CE	'09A4 09CD	16. NFKC_CF-None
'0D4E	'6.0	'Lo	'None	MALAYALAM LETTER DOT REPH	'ൎ	'ൎ	'ൎ	'ര്			Tr≠UCA	'0D4E	'0D4E	'0D4E	'0D30 0D4D	16. NFKC_CF-None
'103F	'5.1	'Lo	'None	MYANMAR LETTER GREAT SA	'ဿ	'ဿ	'ဿ	'သ္သ			Tr≠UCA	'103F	'103F	'103F	'101E 1039 101E	16. NFKC_CF-None
'1086D	'7.0	'Lo	'None	PALMYRENE LETTER FINAL NUN	'𐡭	'𐡭	'𐡭	'𐡮			Tr≠UCA	'1086D	'1086D	'1086D	'1086E	16. NFKC_CF-None
'10880	'7.0	'Lo	'None	NABATAEAN LETTER FINAL ALEPH	'𐢀	'𐢀	'𐢀	'𐢁			Tr≠UCA	'10880	'10880	'10880	'10881	16. NFKC_CF-None
'10882	'7.0	'Lo	'None	NABATAEAN LETTER FINAL BETH	'𐢂	'𐢂	'𐢂	'𐢃			Tr≠UCA	'10882	'10882	'10882	'10883	16. NFKC_CF-None
'10886	'7.0	'Lo	'None	NABATAEAN LETTER FINAL HE	'𐢆	'𐢆	'𐢆	'𐢇			Tr≠UCA	'10886	'10886	'10886	'10887	16. NFKC_CF-None
'1088C	'7.0	'Lo	'None	NABATAEAN LETTER FINAL YODH	'𐢌	'𐢌	'𐢌	'𐢍			Tr≠UCA	'1088C	'1088C	'1088C	'1088D	16. NFKC_CF-None
'1088E	'7.0	'Lo	'None	NABATAEAN LETTER FINAL KAPH	'𐢎	'𐢎	'𐢎	'𐢏			Tr≠UCA	'1088E	'1088E	'1088E	'1088F	16. NFKC_CF-None
'10890	'7.0	'Lo	'None	NABATAEAN LETTER FINAL LAMEDH	'𐢐	'𐢐	'𐢐	'𐢑			Tr≠UCA	'10890	'10890	'10890	'10891	16. NFKC_CF-None
'10892	'7.0	'Lo	'None	NABATAEAN LETTER FINAL MEM	'𐢒	'𐢒	'𐢒	'𐢓			Tr≠UCA	'10892	'10892	'10892	'10893	16. NFKC_CF-None
'10894	'7.0	'Lo	'None	NABATAEAN LETTER FINAL NUN	'𐢔	'𐢔	'𐢔	'𐢕			Tr≠UCA	'10894	'10894	'10894	'10895	16. NFKC_CF-None
'1089C	'7.0	'Lo	'None	NABATAEAN LETTER FINAL SHIN	'𐢜	'𐢜	'𐢜	'𐢝			Tr≠UCA	'1089C	'1089C	'1089C	'1089D	16. NFKC_CF-None
'16F06	'6.1	'Lo	'None	MIAO LETTER ARCHAIC MA	'𖼆	'𖼆	'𖼆	'𖼄			Tr≠UCA	'16F06	'16F06	'16F06	'16F04	16. NFKC_CF-None
'16F13	'6.1	'Lo	'None	MIAO LETTER ARCHAIC NA	'𖼓	'𖼓	'𖼓	'𖼐			Tr≠UCA	'16F13	'16F13	'16F13	'16F10	16. NFKC_CF-None
'16F25	'6.1	'Lo	'None	MIAO LETTER ARCHAIC NGA	'𖼥	'𖼥	'𖼥	'𖼣			Tr≠UCA	'16F25	'16F25	'16F25	'16F23	16. NFKC_CF-None
'16F3F	'6.1	'Lo	'None	MIAO LETTER ARCHAIC ZZA	'𖼿	'𖼿	'𖼿	'𖼽			Tr≠UCA	'16F3F	'16F3F	'16F3F	'16F3D	16. NFKC_CF-None
'191D	'7.0	'Lo	'None	LIMBU LETTER GYAN	'ᤝ	'ᤝ	'ᤝ	'ᤈᤩ			Tr≠UCA	'191D	'191D	'191D	'1908 1929	16. NFKC_CF-None
'191E	'7.0	'Lo	'None	LIMBU LETTER TRA	'ᤞ	'ᤞ	'ᤞ	'ᤋᤪ			Tr≠UCA	'191E	'191E	'191E	'190B 192A	16. NFKC_CF-None
'1A54	'5.2	'Lo	'None	TAI THAM LETTER GREAT SA	'ᩔ	'ᩔ	'ᩔ	'ᩆ᩠ᩆ			Tr≠UCA	'1A54	'1A54	'1A54	'1A46 1A60 1A46	16. NFKC_CF-None
'1BBA	'6.1	'Lo	'None	SUNDANESE AVAGRAHA	'ᮺ	'ᮺ	'ᮺ	'ᮃ			Tr≠UCA	'1BBA	'1BBA	'1BBA	'1B83	16. NFKC_CF-None
'1BBE	'6.1	'Lo	'None	SUNDANESE LETTER FINAL K	'ᮾ	'ᮾ	'ᮾ	'ᮊ			Tr≠UCA	'1BBE	'1BBE	'1BBE	'1B8A	16. NFKC_CF-None
'1BBF	'6.1	'Lo	'None	SUNDANESE LETTER FINAL M	'ᮿ	'ᮿ	'ᮿ	'ᮙ			Tr≠UCA	'1BBF	'1BBF	'1BBF	'1B99	16. NFKC_CF-None
'1BC1	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN A	'ᯁ	'ᯁ	'ᯁ	'ᯀ			Tr≠UCA	'1BC1	'1BC1	'1BC1	'1BC0	16. NFKC_CF-None
'1BC3	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN HA	'ᯃ	'ᯃ	'ᯃ	'ᯂ			Tr≠UCA	'1BC3	'1BC3	'1BC3	'1BC2	16. NFKC_CF-None
'1BC4	'6.0	'Lo	'None	BATAK LETTER MANDAILING HA	'ᯄ	'ᯄ	'ᯄ	'ᯂ			Tr≠UCA	'1BC4	'1BC4	'1BC4	'1BC2	16. NFKC_CF-None
'1BC6	'6.0	'Lo	'None	BATAK LETTER KARO BA	'ᯆ	'ᯆ	'ᯆ	'ᯅ			Tr≠UCA	'1BC6	'1BC6	'1BC6	'1BC5	16. NFKC_CF-None
'1BC8	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN PA	'ᯈ	'ᯈ	'ᯈ	'ᯇ			Tr≠UCA	'1BC8	'1BC8	'1BC8	'1BC7	16. NFKC_CF-None
'1BCA	'6.0	'Lo	'None	BATAK LETTER MANDAILING NA	'ᯊ	'ᯊ	'ᯊ	'ᯉ			Tr≠UCA	'1BCA	'1BCA	'1BCA	'1BC9	16. NFKC_CF-None
'1BCC	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN WA	'ᯌ	'ᯌ	'ᯌ	'ᯋ			Tr≠UCA	'1BCC	'1BCC	'1BCC	'1BCB	16. NFKC_CF-None
'1BCD	'6.0	'Lo	'None	BATAK LETTER PAKPAK WA	'ᯍ	'ᯍ	'ᯍ	'ᯋ			Tr≠UCA	'1BCD	'1BCD	'1BCD	'1BCB	16. NFKC_CF-None
'1BCF	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN GA	'ᯏ	'ᯏ	'ᯏ	'ᯎ			Tr≠UCA	'1BCF	'1BCF	'1BCF	'1BCE	16. NFKC_CF-None
'1BD3	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN RA	'ᯓ	'ᯓ	'ᯓ	'ᯒ			Tr≠UCA	'1BD3	'1BD3	'1BD3	'1BD2	16. NFKC_CF-None
'1BD5	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN MA	'ᯕ	'ᯕ	'ᯕ	'ᯔ			Tr≠UCA	'1BD5	'1BD5	'1BD5	'1BD4	16. NFKC_CF-None
'1BD7	'6.0	'Lo	'None	BATAK LETTER NORTHERN TA	'ᯗ	'ᯗ	'ᯗ	'ᯖ			Tr≠UCA	'1BD7	'1BD7	'1BD7	'1BD6	16. NFKC_CF-None
'1BD9	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN SA	'ᯙ	'ᯙ	'ᯙ	'ᯘ			Tr≠UCA	'1BD9	'1BD9	'1BD9	'1BD8	16. NFKC_CF-None
'1BDA	'6.0	'Lo	'None	BATAK LETTER MANDAILING SA	'ᯚ	'ᯚ	'ᯚ	'ᯘ			Tr≠UCA	'1BDA	'1BDA	'1BDA	'1BD8	16. NFKC_CF-None
'1BDC	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN YA	'ᯜ	'ᯜ	'ᯜ	'ᯛ			Tr≠UCA	'1BDC	'1BDC	'1BDC	'1BDB	16. NFKC_CF-None
'1BDF	'6.0	'Lo	'None	BATAK LETTER SIMALUNGUN LA	'ᯟ	'ᯟ	'ᯟ	'ᯞ			Tr≠UCA	'1BDF	'1BDF	'1BDF	'1BDE	16. NFKC_CF-None
'1CEA	'5.2	'Lo	'None	VEDIC SIGN ANUSVARA BAHIRGOMUKHA	'ᳪ	'ᳪ	'ᳪ	'ᳩ			Tr≠UCA	'1CEA	'1CEA	'1CEA	'1CE9	16. NFKC_CF-None
'1CEB	'5.2	'Lo	'None	VEDIC SIGN ANUSVARA VAMAGOMUKHA	'ᳫ	'ᳫ	'ᳫ	'ᳩ			Tr≠UCA	'1CEB	'1CEB	'1CEB	'1CE9	16. NFKC_CF-None
'1CEC	'5.2	'Lo	'None	VEDIC SIGN ANUSVARA VAMAGOMUKHA WITH TAIL	'ᳬ	'ᳬ	'ᳬ	'ᳩ			Tr≠UCA	'1CEC	'1CEC	'1CEC	'1CE9	16. NFKC_CF-None
'1CEE	'5.2	'Lo	'None	VEDIC SIGN HEXIFORM LONG ANUSVARA	'ᳮ	'ᳮ	'ᳮ	'ᳩ			Tr≠UCA	'1CEE	'1CEE	'1CEE	'1CE9	16. NFKC_CF-None
'1CEF	'5.2	'Lo	'None	VEDIC SIGN LONG ANUSVARA	'ᳯ	'ᳯ	'ᳯ	'ᳩ			Tr≠UCA	'1CEF	'1CEF	'1CEF	'1CE9	16. NFKC_CF-None
'1CF0	'5.2	'Lo	'None	VEDIC SIGN RTHANG LONG ANUSVARA	'ᳰ	'ᳰ	'ᳰ	'ᳩ			Tr≠UCA	'1CF0	'1CF0	'1CF0	'1CE9	16. NFKC_CF-None
'1CF1	'5.2	'Lo	'None	VEDIC SIGN ANUSVARA UBHAYATO MUKHA	'ᳱ	'ᳱ	'ᳱ	'ᳩ			Tr≠UCA	'1CF1	'1CF1	'1CF1	'1CE9	16. NFKC_CF-None
'22844	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-22844	'𢡄	'𢡄	'𢡄	'𢡄			Tr≠UCA	'22844	'22844	'22844	'FAD0	16. NFKC_CF-None
'2284A	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-2284A	'𢡊	'𢡊	'𢡊	'𢡊			Tr≠UCA	'2284A	'2284A	'2284A	'FACF	16. NFKC_CF-None
'233D5	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-233D5	'𣏕	'𣏕	'𣏕	'𣏕			Tr≠UCA	'233D5	'233D5	'233D5	'FAD1	16. NFKC_CF-None
'242EE	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-242EE	'𤋮	'𤋮	'𤋮	'𤋮			Tr≠UCA	'242EE	'242EE	'242EE	'FA6C	16. NFKC_CF-None
'25249	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-25249	'𥉉	'𥉉	'𥉉	'𥉉			Tr≠UCA	'25249	'25249	'25249	'FAD5	16. NFKC_CF-None
'25CD0	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-25CD0	'𥳐	'𥳐	'𥳐	'𥳐			Tr≠UCA	'25CD0	'25CD0	'25CD0	'FAD6	16. NFKC_CF-None
'27ED3	'3.1	'Lo	'None	CJK UNIFIED IDEOGRAPH-27ED3	'𧻓	'𧻓	'𧻓	'𧻓			Tr≠UCA	'27ED3	'27ED3	'27ED3	'FAD7	16. NFKC_CF-None
'3006	'1.1	'Lo	'None	IDEOGRAPHIC CLOSING MARK	'〆	'〆	'〆	'シメ			Tr≠UCA	'3006	'3006	'3006	'30B7 30E1	16. NFKC_CF-None
'303C	'3.2	'Lo	'None	MASU MARK	'〼	'〼	'〼	'マス			Tr≠UCA	'303C	'303C	'303C	'30DE 30B9	16. NFKC_CF-None
'3041	'1.1	'Lo	'None	HIRAGANA LETTER SMALL A	'ぁ	'ぁ	'ぁ	'ア			Tr≠UCA	'3041	'3041	'3041	'30A2	16. NFKC_CF-None
'3042	'1.1	'Lo	'None	HIRAGANA LETTER A	'あ	'あ	'あ	'ア			Tr≠UCA	'3042	'3042	'3042	'30A2	16. NFKC_CF-None
'3043	'1.1	'Lo	'None	HIRAGANA LETTER SMALL I	'ぃ	'ぃ	'ぃ	'イ			Tr≠UCA	'3043	'3043	'3043	'30A4	16. NFKC_CF-None
'3044	'1.1	'Lo	'None	HIRAGANA LETTER I	'い	'い	'い	'イ			Tr≠UCA	'3044	'3044	'3044	'30A4	16. NFKC_CF-None
'3045	'1.1	'Lo	'None	HIRAGANA LETTER SMALL U	'ぅ	'ぅ	'ぅ	'ウ			Tr≠UCA	'3045	'3045	'3045	'30A6	16. NFKC_CF-None
'3046	'1.1	'Lo	'None	HIRAGANA LETTER U	'う	'う	'う	'ウ			Tr≠UCA	'3046	'3046	'3046	'30A6	16. NFKC_CF-None
'3047	'1.1	'Lo	'None	HIRAGANA LETTER SMALL E	'ぇ	'ぇ	'ぇ	'エ			Tr≠UCA	'3047	'3047	'3047	'30A8	16. NFKC_CF-None
'3048	'1.1	'Lo	'None	HIRAGANA LETTER E	'え	'え	'え	'エ			Tr≠UCA	'3048	'3048	'3048	'30A8	16. NFKC_CF-None
'3049	'1.1	'Lo	'None	HIRAGANA LETTER SMALL O	'ぉ	'ぉ	'ぉ	'オ			Tr≠UCA	'3049	'3049	'3049	'30AA	16. NFKC_CF-None
'304A	'1.1	'Lo	'None	HIRAGANA LETTER O	'お	'お	'お	'オ			Tr≠UCA	'304A	'304A	'304A	'30AA	16. NFKC_CF-None
'304B	'1.1	'Lo	'None	HIRAGANA LETTER KA	'か	'か	'か	'カ			Tr≠UCA	'304B	'304B	'304B	'30AB	16. NFKC_CF-None
'304D	'1.1	'Lo	'None	HIRAGANA LETTER KI	'き	'き	'き	'キ			Tr≠UCA	'304D	'304D	'304D	'30AD	16. NFKC_CF-None
'304F	'1.1	'Lo	'None	HIRAGANA LETTER KU	'く	'く	'く	'ク			Tr≠UCA	'304F	'304F	'304F	'30AF	16. NFKC_CF-None
'3051	'1.1	'Lo	'None	HIRAGANA LETTER KE	'け	'け	'け	'ケ			Tr≠UCA	'3051	'3051	'3051	'30B1	16. NFKC_CF-None
'3053	'1.1	'Lo	'None	HIRAGANA LETTER KO	'こ	'こ	'こ	'コ			Tr≠UCA	'3053	'3053	'3053	'30B3	16. NFKC_CF-None
'3055	'1.1	'Lo	'None	HIRAGANA LETTER SA	'さ	'さ	'さ	'サ			Tr≠UCA	'3055	'3055	'3055	'30B5	16. NFKC_CF-None
'3057	'1.1	'Lo	'None	HIRAGANA LETTER SI	'し	'し	'し	'シ			Tr≠UCA	'3057	'3057	'3057	'30B7	16. NFKC_CF-None
'3059	'1.1	'Lo	'None	HIRAGANA LETTER SU	'す	'す	'す	'ス			Tr≠UCA	'3059	'3059	'3059	'30B9	16. NFKC_CF-None
'305B	'1.1	'Lo	'None	HIRAGANA LETTER SE	'せ	'せ	'せ	'セ			Tr≠UCA	'305B	'305B	'305B	'30BB	16. NFKC_CF-None
'305D	'1.1	'Lo	'None	HIRAGANA LETTER SO	'そ	'そ	'そ	'ソ			Tr≠UCA	'305D	'305D	'305D	'30BD	16. NFKC_CF-None
'305F	'1.1	'Lo	'None	HIRAGANA LETTER TA	'た	'た	'た	'タ			Tr≠UCA	'305F	'305F	'305F	'30BF	16. NFKC_CF-None
'3061	'1.1	'Lo	'None	HIRAGANA LETTER TI	'ち	'ち	'ち	'チ			Tr≠UCA	'3061	'3061	'3061	'30C1	16. NFKC_CF-None
'3063	'1.1	'Lo	'None	HIRAGANA LETTER SMALL TU	'っ	'っ	'っ	'ツ			Tr≠UCA	'3063	'3063	'3063	'30C4	16. NFKC_CF-None
'3064	'1.1	'Lo	'None	HIRAGANA LETTER TU	'つ	'つ	'つ	'ツ			Tr≠UCA	'3064	'3064	'3064	'30C4	16. NFKC_CF-None
'3066	'1.1	'Lo	'None	HIRAGANA LETTER TE	'て	'て	'て	'テ			Tr≠UCA	'3066	'3066	'3066	'30C6	16. NFKC_CF-None
'3068	'1.1	'Lo	'None	HIRAGANA LETTER TO	'と	'と	'と	'ト			Tr≠UCA	'3068	'3068	'3068	'30C8	16. NFKC_CF-None
'306A	'1.1	'Lo	'None	HIRAGANA LETTER NA	'な	'な	'な	'ナ			Tr≠UCA	'306A	'306A	'306A	'30CA	16. NFKC_CF-None
'306B	'1.1	'Lo	'None	HIRAGANA LETTER NI	'に	'に	'に	'ニ			Tr≠UCA	'306B	'306B	'306B	'30CB	16. NFKC_CF-None
'306C	'1.1	'Lo	'None	HIRAGANA LETTER NU	'ぬ	'ぬ	'ぬ	'ヌ			Tr≠UCA	'306C	'306C	'306C	'30CC	16. NFKC_CF-None
'306D	'1.1	'Lo	'None	HIRAGANA LETTER NE	'ね	'ね	'ね	'ネ			Tr≠UCA	'306D	'306D	'306D	'30CD	16. NFKC_CF-None
'306E	'1.1	'Lo	'None	HIRAGANA LETTER NO	'の	'の	'の	'ノ			Tr≠UCA	'306E	'306E	'306E	'30CE	16. NFKC_CF-None
'306F	'1.1	'Lo	'None	HIRAGANA LETTER HA	'は	'は	'は	'ハ			Tr≠UCA	'306F	'306F	'306F	'30CF	16. NFKC_CF-None
'3072	'1.1	'Lo	'None	HIRAGANA LETTER HI	'ひ	'ひ	'ひ	'ヒ			Tr≠UCA	'3072	'3072	'3072	'30D2	16. NFKC_CF-None
'3075	'1.1	'Lo	'None	HIRAGANA LETTER HU	'ふ	'ふ	'ふ	'フ			Tr≠UCA	'3075	'3075	'3075	'30D5	16. NFKC_CF-None
'3078	'1.1	'Lo	'None	HIRAGANA LETTER HE	'へ	'へ	'へ	'ヘ			Tr≠UCA	'3078	'3078	'3078	'30D8	16. NFKC_CF-None
'307B	'1.1	'Lo	'None	HIRAGANA LETTER HO	'ほ	'ほ	'ほ	'ホ			Tr≠UCA	'307B	'307B	'307B	'30DB	16. NFKC_CF-None
'307E	'1.1	'Lo	'None	HIRAGANA LETTER MA	'ま	'ま	'ま	'マ			Tr≠UCA	'307E	'307E	'307E	'30DE	16. NFKC_CF-None
'307F	'1.1	'Lo	'None	HIRAGANA LETTER MI	'み	'み	'み	'ミ			Tr≠UCA	'307F	'307F	'307F	'30DF	16. NFKC_CF-None
'3080	'1.1	'Lo	'None	HIRAGANA LETTER MU	'む	'む	'む	'ム			Tr≠UCA	'3080	'3080	'3080	'30E0	16. NFKC_CF-None
'3081	'1.1	'Lo	'None	HIRAGANA LETTER ME	'め	'め	'め	'メ			Tr≠UCA	'3081	'3081	'3081	'30E1	16. NFKC_CF-None
'3082	'1.1	'Lo	'None	HIRAGANA LETTER MO	'も	'も	'も	'モ			Tr≠UCA	'3082	'3082	'3082	'30E2	16. NFKC_CF-None
'3083	'1.1	'Lo	'None	HIRAGANA LETTER SMALL YA	'ゃ	'ゃ	'ゃ	'ヤ			Tr≠UCA	'3083	'3083	'3083	'30E4	16. NFKC_CF-None
'3084	'1.1	'Lo	'None	HIRAGANA LETTER YA	'や	'や	'や	'ヤ			Tr≠UCA	'3084	'3084	'3084	'30E4	16. NFKC_CF-None
'3085	'1.1	'Lo	'None	HIRAGANA LETTER SMALL YU	'ゅ	'ゅ	'ゅ	'ユ			Tr≠UCA	'3085	'3085	'3085	'30E6	16. NFKC_CF-None
'3086	'1.1	'Lo	'None	HIRAGANA LETTER YU	'ゆ	'ゆ	'ゆ	'ユ			Tr≠UCA	'3086	'3086	'3086	'30E6	16. NFKC_CF-None
'3087	'1.1	'Lo	'None	HIRAGANA LETTER SMALL YO	'ょ	'ょ	'ょ	'ヨ			Tr≠UCA	'3087	'3087	'3087	'30E8	16. NFKC_CF-None
'3088	'1.1	'Lo	'None	HIRAGANA LETTER YO	'よ	'よ	'よ	'ヨ			Tr≠UCA	'3088	'3088	'3088	'30E8	16. NFKC_CF-None
'3089	'1.1	'Lo	'None	HIRAGANA LETTER RA	'ら	'ら	'ら	'ラ			Tr≠UCA	'3089	'3089	'3089	'30E9	16. NFKC_CF-None
'308A	'1.1	'Lo	'None	HIRAGANA LETTER RI	'り	'り	'り	'リ			Tr≠UCA	'308A	'308A	'308A	'30EA	16. NFKC_CF-None
'308B	'1.1	'Lo	'None	HIRAGANA LETTER RU	'る	'る	'る	'ル			Tr≠UCA	'308B	'308B	'308B	'30EB	16. NFKC_CF-None
'308C	'1.1	'Lo	'None	HIRAGANA LETTER RE	'れ	'れ	'れ	'レ			Tr≠UCA	'308C	'308C	'308C	'30EC	16. NFKC_CF-None
'308D	'1.1	'Lo	'None	HIRAGANA LETTER RO	'ろ	'ろ	'ろ	'ロ			Tr≠UCA	'308D	'308D	'308D	'30ED	16. NFKC_CF-None
'308E	'1.1	'Lo	'None	HIRAGANA LETTER SMALL WA	'ゎ	'ゎ	'ゎ	'ワ			Tr≠UCA	'308E	'308E	'308E	'30EF	16. NFKC_CF-None
'308F	'1.1	'Lo	'None	HIRAGANA LETTER WA	'わ	'わ	'わ	'ワ			Tr≠UCA	'308F	'308F	'308F	'30EF	16. NFKC_CF-None
'3090	'1.1	'Lo	'None	HIRAGANA LETTER WI	'ゐ	'ゐ	'ゐ	'ヰ			Tr≠UCA	'3090	'3090	'3090	'30F0	16. NFKC_CF-None
'3091	'1.1	'Lo	'None	HIRAGANA LETTER WE	'ゑ	'ゑ	'ゑ	'ヱ			Tr≠UCA	'3091	'3091	'3091	'30F1	16. NFKC_CF-None
'3092	'1.1	'Lo	'None	HIRAGANA LETTER WO	'を	'を	'を	'ヲ			Tr≠UCA	'3092	'3092	'3092	'30F2	16. NFKC_CF-None
'3093	'1.1	'Lo	'None	HIRAGANA LETTER N	'ん	'ん	'ん	'ン			Tr≠UCA	'3093	'3093	'3093	'30F3	16. NFKC_CF-None
'3095	'3.2	'Lo	'None	HIRAGANA LETTER SMALL KA	'ゕ	'ゕ	'ゕ	'カ			Tr≠UCA	'3095	'3095	'3095	'30AB	16. NFKC_CF-None
'3096	'3.2	'Lo	'None	HIRAGANA LETTER SMALL KE	'ゖ	'ゖ	'ゖ	'ケ			Tr≠UCA	'3096	'3096	'3096	'30B1	16. NFKC_CF-None
'30A1	'1.1	'Lo	'None	KATAKANA LETTER SMALL A	'ァ	'ァ	'ァ	'ア			Tr≠UCA	'30A1	'30A1	'30A1	'30A2	16. NFKC_CF-None
