#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1680	'3.0	'Zs	'None	OGHAM SPACE MARK	' 	' 	' 	' 			Tr≠UCA	'1680	'1680	'1680	'0020	16. NFKC_CF-None
'1DA43	'8.0	'Mn	'None	SIGNWRITING MOUTH FROWN OPEN	'𝩃	'𝩃	'𝩃	'∅			Tr≠UCA	'1DA43	'1DA43	'1DA43	'	16. NFKC_CF-None
'1DA44	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN CIRCLE	'𝩄	'𝩄	'𝩄	'∅			Tr≠UCA	'1DA44	'1DA44	'1DA44	'	16. NFKC_CF-None
'1DA45	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN FORWARD	'𝩅	'𝩅	'𝩅	'∅			Tr≠UCA	'1DA45	'1DA45	'1DA45	'	16. NFKC_CF-None
'1DA46	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN WRINKLED	'𝩆	'𝩆	'𝩆	'∅			Tr≠UCA	'1DA46	'1DA46	'1DA46	'	16. NFKC_CF-None
'1DA47	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN OVAL	'𝩇	'𝩇	'𝩇	'∅			Tr≠UCA	'1DA47	'1DA47	'1DA47	'	16. NFKC_CF-None
'1DA48	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN OVAL WRINKLED	'𝩈	'𝩈	'𝩈	'∅			Tr≠UCA	'1DA48	'1DA48	'1DA48	'	16. NFKC_CF-None
'1DA49	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN OVAL YAWN	'𝩉	'𝩉	'𝩉	'∅			Tr≠UCA	'1DA49	'1DA49	'1DA49	'	16. NFKC_CF-None
'1DA4A	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN RECTANGLE	'𝩊	'𝩊	'𝩊	'∅			Tr≠UCA	'1DA4A	'1DA4A	'1DA4A	'	16. NFKC_CF-None
'1DA4B	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN RECTANGLE WRINKLED	'𝩋	'𝩋	'𝩋	'∅			Tr≠UCA	'1DA4B	'1DA4B	'1DA4B	'	16. NFKC_CF-None
'1DA4C	'8.0	'Mn	'None	SIGNWRITING MOUTH OPEN RECTANGLE YAWN	'𝩌	'𝩌	'𝩌	'∅			Tr≠UCA	'1DA4C	'1DA4C	'1DA4C	'	16. NFKC_CF-None
'1DA4D	'8.0	'Mn	'None	SIGNWRITING MOUTH KISS	'𝩍	'𝩍	'𝩍	'∅			Tr≠UCA	'1DA4D	'1DA4D	'1DA4D	'	16. NFKC_CF-None
'1DA4E	'8.0	'Mn	'None	SIGNWRITING MOUTH KISS FORWARD	'𝩎	'𝩎	'𝩎	'∅			Tr≠UCA	'1DA4E	'1DA4E	'1DA4E	'	16. NFKC_CF-None
'1DA4F	'8.0	'Mn	'None	SIGNWRITING MOUTH KISS WRINKLED	'𝩏	'𝩏	'𝩏	'∅			Tr≠UCA	'1DA4F	'1DA4F	'1DA4F	'	16. NFKC_CF-None
'1DA50	'8.0	'Mn	'None	SIGNWRITING MOUTH TENSE	'𝩐	'𝩐	'𝩐	'∅			Tr≠UCA	'1DA50	'1DA50	'1DA50	'	16. NFKC_CF-None
'1DA51	'8.0	'Mn	'None	SIGNWRITING MOUTH TENSE FORWARD	'𝩑	'𝩑	'𝩑	'∅			Tr≠UCA	'1DA51	'1DA51	'1DA51	'	16. NFKC_CF-None
'1DA52	'8.0	'Mn	'None	SIGNWRITING MOUTH TENSE SUCKED	'𝩒	'𝩒	'𝩒	'∅			Tr≠UCA	'1DA52	'1DA52	'1DA52	'	16. NFKC_CF-None
'1DA53	'8.0	'Mn	'None	SIGNWRITING LIPS PRESSED TOGETHER	'𝩓	'𝩓	'𝩓	'∅			Tr≠UCA	'1DA53	'1DA53	'1DA53	'	16. NFKC_CF-None
'1DA54	'8.0	'Mn	'None	SIGNWRITING LIP LOWER OVER UPPER	'𝩔	'𝩔	'𝩔	'∅			Tr≠UCA	'1DA54	'1DA54	'1DA54	'	16. NFKC_CF-None
'1DA55	'8.0	'Mn	'None	SIGNWRITING LIP UPPER OVER LOWER	'𝩕	'𝩕	'𝩕	'∅			Tr≠UCA	'1DA55	'1DA55	'1DA55	'	16. NFKC_CF-None
'1DA56	'8.0	'Mn	'None	SIGNWRITING MOUTH CORNERS	'𝩖	'𝩖	'𝩖	'∅			Tr≠UCA	'1DA56	'1DA56	'1DA56	'	16. NFKC_CF-None
'1DA57	'8.0	'Mn	'None	SIGNWRITING MOUTH WRINKLES SINGLE	'𝩗	'𝩗	'𝩗	'∅			Tr≠UCA	'1DA57	'1DA57	'1DA57	'	16. NFKC_CF-None
'1DA58	'8.0	'Mn	'None	SIGNWRITING MOUTH WRINKLES DOUBLE	'𝩘	'𝩘	'𝩘	'∅			Tr≠UCA	'1DA58	'1DA58	'1DA58	'	16. NFKC_CF-None
'1DA59	'8.0	'Mn	'None	SIGNWRITING TONGUE STICKING OUT FAR	'𝩙	'𝩙	'𝩙	'∅			Tr≠UCA	'1DA59	'1DA59	'1DA59	'	16. NFKC_CF-None
'1DA5A	'8.0	'Mn	'None	SIGNWRITING TONGUE LICKING LIPS	'𝩚	'𝩚	'𝩚	'∅			Tr≠UCA	'1DA5A	'1DA5A	'1DA5A	'	16. NFKC_CF-None
'1DA5B	'8.0	'Mn	'None	SIGNWRITING TONGUE TIP BETWEEN LIPS	'𝩛	'𝩛	'𝩛	'∅			Tr≠UCA	'1DA5B	'1DA5B	'1DA5B	'	16. NFKC_CF-None
'1DA5C	'8.0	'Mn	'None	SIGNWRITING TONGUE TIP TOUCHING INSIDE MOUTH	'𝩜	'𝩜	'𝩜	'∅			Tr≠UCA	'1DA5C	'1DA5C	'1DA5C	'	16. NFKC_CF-None
'1DA5D	'8.0	'Mn	'None	SIGNWRITING TONGUE INSIDE MOUTH RELAXED	'𝩝	'𝩝	'𝩝	'∅			Tr≠UCA	'1DA5D	'1DA5D	'1DA5D	'	16. NFKC_CF-None
'1DA5E	'8.0	'Mn	'None	SIGNWRITING TONGUE MOVES AGAINST CHEEK	'𝩞	'𝩞	'𝩞	'∅			Tr≠UCA	'1DA5E	'1DA5E	'1DA5E	'	16. NFKC_CF-None
'1DA5F	'8.0	'Mn	'None	SIGNWRITING TONGUE CENTRE STICKING OUT	'𝩟	'𝩟	'𝩟	'∅			Tr≠UCA	'1DA5F	'1DA5F	'1DA5F	'	16. NFKC_CF-None
'1DA60	'8.0	'Mn	'None	SIGNWRITING TONGUE CENTRE INSIDE MOUTH	'𝩠	'𝩠	'𝩠	'∅			Tr≠UCA	'1DA60	'1DA60	'1DA60	'	16. NFKC_CF-None
'1DA61	'8.0	'Mn	'None	SIGNWRITING TEETH	'𝩡	'𝩡	'𝩡	'∅			Tr≠UCA	'1DA61	'1DA61	'1DA61	'	16. NFKC_CF-None
'1DA62	'8.0	'Mn	'None	SIGNWRITING TEETH MOVEMENT	'𝩢	'𝩢	'𝩢	'∅			Tr≠UCA	'1DA62	'1DA62	'1DA62	'	16. NFKC_CF-None
'1DA63	'8.0	'Mn	'None	SIGNWRITING TEETH ON TONGUE	'𝩣	'𝩣	'𝩣	'∅			Tr≠UCA	'1DA63	'1DA63	'1DA63	'	16. NFKC_CF-None
'1DA64	'8.0	'Mn	'None	SIGNWRITING TEETH ON TONGUE MOVEMENT	'𝩤	'𝩤	'𝩤	'∅			Tr≠UCA	'1DA64	'1DA64	'1DA64	'	16. NFKC_CF-None
'1DA65	'8.0	'Mn	'None	SIGNWRITING TEETH ON LIPS	'𝩥	'𝩥	'𝩥	'∅			Tr≠UCA	'1DA65	'1DA65	'1DA65	'	16. NFKC_CF-None
'1DA66	'8.0	'Mn	'None	SIGNWRITING TEETH ON LIPS MOVEMENT	'𝩦	'𝩦	'𝩦	'∅			Tr≠UCA	'1DA66	'1DA66	'1DA66	'	16. NFKC_CF-None
'1DA67	'8.0	'Mn	'None	SIGNWRITING TEETH BITE LIPS	'𝩧	'𝩧	'𝩧	'∅			Tr≠UCA	'1DA67	'1DA67	'1DA67	'	16. NFKC_CF-None
'1DA68	'8.0	'Mn	'None	SIGNWRITING MOVEMENT-WALLPLANE JAW	'𝩨	'𝩨	'𝩨	'∅			Tr≠UCA	'1DA68	'1DA68	'1DA68	'	16. NFKC_CF-None
'1DA69	'8.0	'Mn	'None	SIGNWRITING MOVEMENT-FLOORPLANE JAW	'𝩩	'𝩩	'𝩩	'∅			Tr≠UCA	'1DA69	'1DA69	'1DA69	'	16. NFKC_CF-None
'1DA6A	'8.0	'Mn	'None	SIGNWRITING NECK	'𝩪	'𝩪	'𝩪	'∅			Tr≠UCA	'1DA6A	'1DA6A	'1DA6A	'	16. NFKC_CF-None
'1DA6B	'8.0	'Mn	'None	SIGNWRITING HAIR	'𝩫	'𝩫	'𝩫	'∅			Tr≠UCA	'1DA6B	'1DA6B	'1DA6B	'	16. NFKC_CF-None
'1DA6C	'8.0	'Mn	'None	SIGNWRITING EXCITEMENT	'𝩬	'𝩬	'𝩬	'∅			Tr≠UCA	'1DA6C	'1DA6C	'1DA6C	'	16. NFKC_CF-None
'1DA75	'8.0	'Mn	'None	SIGNWRITING UPPER BODY TILTING FROM HIP JOINTS	'𝩵	'𝩵	'𝩵	'∅			Tr≠UCA	'1DA75	'1DA75	'1DA75	'	16. NFKC_CF-None
'1DA84	'8.0	'Mn	'None	SIGNWRITING LOCATION HEAD NECK	'𝪄	'𝪄	'𝪄	'∅			Tr≠UCA	'1DA84	'1DA84	'1DA84	'	16. NFKC_CF-None
'1DA9B	'8.0	'Mn	'None	SIGNWRITING FILL MODIFIER-2	'𝪛	'𝪛	'𝪛	'∅			Tr≠UCA	'1DA9B	'1DA9B	'1DA9B	'	16. NFKC_CF-None
'1DA9C	'8.0	'Mn	'None	SIGNWRITING FILL MODIFIER-3	'𝪜	'𝪜	'𝪜	'∅			Tr≠UCA	'1DA9C	'1DA9C	'1DA9C	'	16. NFKC_CF-None
'1DA9D	'8.0	'Mn	'None	SIGNWRITING FILL MODIFIER-4	'𝪝	'𝪝	'𝪝	'∅			Tr≠UCA	'1DA9D	'1DA9D	'1DA9D	'	16. NFKC_CF-None
'1DA9E	'8.0	'Mn	'None	SIGNWRITING FILL MODIFIER-5	'𝪞	'𝪞	'𝪞	'∅			Tr≠UCA	'1DA9E	'1DA9E	'1DA9E	'	16. NFKC_CF-None
'1DA9F	'8.0	'Mn	'None	SIGNWRITING FILL MODIFIER-6	'𝪟	'𝪟	'𝪟	'∅			Tr≠UCA	'1DA9F	'1DA9F	'1DA9F	'	16. NFKC_CF-None
'1DAA1	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-2	'𝪡	'𝪡	'𝪡	'∅			Tr≠UCA	'1DAA1	'1DAA1	'1DAA1	'	16. NFKC_CF-None
'1DAA2	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-3	'𝪢	'𝪢	'𝪢	'∅			Tr≠UCA	'1DAA2	'1DAA2	'1DAA2	'	16. NFKC_CF-None
'1DAA3	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-4	'𝪣	'𝪣	'𝪣	'∅			Tr≠UCA	'1DAA3	'1DAA3	'1DAA3	'	16. NFKC_CF-None
'1DAA4	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-5	'𝪤	'𝪤	'𝪤	'∅			Tr≠UCA	'1DAA4	'1DAA4	'1DAA4	'	16. NFKC_CF-None
'1DAA5	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-6	'𝪥	'𝪥	'𝪥	'∅			Tr≠UCA	'1DAA5	'1DAA5	'1DAA5	'	16. NFKC_CF-None
'1DAA6	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-7	'𝪦	'𝪦	'𝪦	'∅			Tr≠UCA	'1DAA6	'1DAA6	'1DAA6	'	16. NFKC_CF-None
'1DAA7	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-8	'𝪧	'𝪧	'𝪧	'∅			Tr≠UCA	'1DAA7	'1DAA7	'1DAA7	'	16. NFKC_CF-None
'1DAA8	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-9	'𝪨	'𝪨	'𝪨	'∅			Tr≠UCA	'1DAA8	'1DAA8	'1DAA8	'	16. NFKC_CF-None
'1DAA9	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-10	'𝪩	'𝪩	'𝪩	'∅			Tr≠UCA	'1DAA9	'1DAA9	'1DAA9	'	16. NFKC_CF-None
'1DAAA	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-11	'𝪪	'𝪪	'𝪪	'∅			Tr≠UCA	'1DAAA	'1DAAA	'1DAAA	'	16. NFKC_CF-None
'1DAAB	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-12	'𝪫	'𝪫	'𝪫	'∅			Tr≠UCA	'1DAAB	'1DAAB	'1DAAB	'	16. NFKC_CF-None
'1DAAC	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-13	'𝪬	'𝪬	'𝪬	'∅			Tr≠UCA	'1DAAC	'1DAAC	'1DAAC	'	16. NFKC_CF-None
'1DAAD	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-14	'𝪭	'𝪭	'𝪭	'∅			Tr≠UCA	'1DAAD	'1DAAD	'1DAAD	'	16. NFKC_CF-None
'1DAAE	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-15	'𝪮	'𝪮	'𝪮	'∅			Tr≠UCA	'1DAAE	'1DAAE	'1DAAE	'	16. NFKC_CF-None
'1DAAF	'8.0	'Mn	'None	SIGNWRITING ROTATION MODIFIER-16	'𝪯	'𝪯	'𝪯	'∅			Tr≠UCA	'1DAAF	'1DAAF	'1DAAF	'	16. NFKC_CF-None
'1DC0	'4.1	'Mn	'None	COMBINING DOTTED GRAVE ACCENT	'᷀	'᷀	'᷀	'̍			Tr≠UCA	'1DC0	'1DC0	'1DC0	'030D	16. NFKC_CF-None
'1DC1	'4.1	'Mn	'None	COMBINING DOTTED ACUTE ACCENT	'᷁	'᷁	'᷁	'̍			Tr≠UCA	'1DC1	'1DC1	'1DC1	'030D	16. NFKC_CF-None
'1DC2	'4.1	'Mn	'None	COMBINING SNAKE BELOW	'᷂	'᷂	'᷂	'̖			Tr≠UCA	'1DC2	'1DC2	'1DC2	'0316	16. NFKC_CF-None
'1DC3	'4.1	'Mn	'None	COMBINING SUSPENSION MARK	'᷃	'᷃	'᷃	'̍			Tr≠UCA	'1DC3	'1DC3	'1DC3	'030D	16. NFKC_CF-None
'1DC4	'5.0	'Mn	'None	COMBINING MACRON-ACUTE	'᷄	'᷄	'᷄	'̍			Tr≠UCA	'1DC4	'1DC4	'1DC4	'030D	16. NFKC_CF-None
'1DC5	'5.0	'Mn	'None	COMBINING GRAVE-MACRON	'᷅	'᷅	'᷅	'̍			Tr≠UCA	'1DC5	'1DC5	'1DC5	'030D	16. NFKC_CF-None
'1DC6	'5.0	'Mn	'None	COMBINING MACRON-GRAVE	'᷆	'᷆	'᷆	'̍			Tr≠UCA	'1DC6	'1DC6	'1DC6	'030D	16. NFKC_CF-None
'1DC7	'5.0	'Mn	'None	COMBINING ACUTE-MACRON	'᷇	'᷇	'᷇	'̍			Tr≠UCA	'1DC7	'1DC7	'1DC7	'030D	16. NFKC_CF-None
'1DC8	'5.0	'Mn	'None	COMBINING GRAVE-ACUTE-GRAVE	'᷈	'᷈	'᷈	'̍			Tr≠UCA	'1DC8	'1DC8	'1DC8	'030D	16. NFKC_CF-None
'1DC9	'5.0	'Mn	'None	COMBINING ACUTE-GRAVE-ACUTE	'᷉	'᷉	'᷉	'̍			Tr≠UCA	'1DC9	'1DC9	'1DC9	'030D	16. NFKC_CF-None
'1DCA	'5.0	'Mn	'None	COMBINING LATIN SMALL LETTER R BELOW	'᷊	'᷊	'᷊	'r			Tr≠UCA	'1DCA	'1DCA	'1DCA	'0072	16. NFKC_CF-None
'1DCB	'5.1	'Mn	'None	COMBINING BREVE-MACRON	'᷋	'᷋	'᷋	'̍			Tr≠UCA	'1DCB	'1DCB	'1DCB	'030D	16. NFKC_CF-None
'1DCC	'5.1	'Mn	'None	COMBINING MACRON-BREVE	'᷌	'᷌	'᷌	'̍			Tr≠UCA	'1DCC	'1DCC	'1DCC	'030D	16. NFKC_CF-None
'1DCD	'5.1	'Mn	'None	COMBINING DOUBLE CIRCUMFLEX ABOVE	'᷍	'᷍	'᷍	'̍			Tr≠UCA	'1DCD	'1DCD	'1DCD	'030D	16. NFKC_CF-None
'1DCE	'5.1	'Mn	'None	COMBINING OGONEK ABOVE	'᷎	'᷎	'᷎	'̍			Tr≠UCA	'1DCE	'1DCE	'1DCE	'030D	16. NFKC_CF-None
'1DCF	'5.1	'Mn	'None	COMBINING ZIGZAG BELOW	'᷏	'᷏	'᷏	'̖			Tr≠UCA	'1DCF	'1DCF	'1DCF	'0316	16. NFKC_CF-None
'1DD0	'5.1	'Mn	'None	COMBINING IS BELOW	'᷐	'᷐	'᷐	'̖			Tr≠UCA	'1DD0	'1DD0	'1DD0	'0316	16. NFKC_CF-None
'1DD1	'5.1	'Mn	'None	COMBINING UR ABOVE	'᷑	'᷑	'᷑	'̍			Tr≠UCA	'1DD1	'1DD1	'1DD1	'030D	16. NFKC_CF-None
'1DD2	'5.1	'Mn	'None	COMBINING US ABOVE	'᷒	'᷒	'᷒	'ꝯ			Tr≠UCA	'1DD2	'1DD2	'1DD2	'A76F	16. NFKC_CF-None
'1DD4	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER AE	'ᷔ	'ᷔ	'ᷔ	'ᷓe			Tr≠UCA	'1DD4	'1DD4	'1DD4	'1DD3 0065	16. NFKC_CF-None
'1DD5	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER AO	'ᷕ	'ᷕ	'ᷕ	'ao			Tr≠UCA	'1DD5	'1DD5	'1DD5	'0061 006F	16. NFKC_CF-None
'1DD6	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER AV	'ᷖ	'ᷖ	'ᷖ	'av			Tr≠UCA	'1DD6	'1DD6	'1DD6	'0061 0076	16. NFKC_CF-None
'1DD7	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER C CEDILLA	'ᷗ	'ᷗ	'ᷗ	'ç			Tr≠UCA	'1DD7	'1DD7	'1DD7	'00E7	16. NFKC_CF-None
'1DD8	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER INSULAR D	'ᷘ	'ᷘ	'ᷘ	'ꝺ			Tr≠UCA	'1DD8	'1DD8	'1DD8	'A77A	16. NFKC_CF-None
'1DD9	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER ETH	'ᷙ	'ᷙ	'ᷙ	'ð			Tr≠UCA	'1DD9	'1DD9	'1DD9	'00F0	16. NFKC_CF-None
'1DDA	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER G	'ᷚ	'ᷚ	'ᷚ	'g			Tr≠UCA	'1DDA	'1DDA	'1DDA	'0067	16. NFKC_CF-None
'1DDB	'5.1	'Mn	'None	COMBINING LATIN LETTER SMALL CAPITAL G	'ᷛ	'ᷛ	'ᷛ	'ɢ			Tr≠UCA	'1DDB	'1DDB	'1DDB	'0262	16. NFKC_CF-None
'1DDC	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER K	'ᷜ	'ᷜ	'ᷜ	'k			Tr≠UCA	'1DDC	'1DDC	'1DDC	'006B	16. NFKC_CF-None
'1DDD	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER L	'ᷝ	'ᷝ	'ᷝ	'l			Tr≠UCA	'1DDD	'1DDD	'1DDD	'006C	16. NFKC_CF-None
'1DDE	'5.1	'Mn	'None	COMBINING LATIN LETTER SMALL CAPITAL L	'ᷞ	'ᷞ	'ᷞ	'ʟ			Tr≠UCA	'1DDE	'1DDE	'1DDE	'029F	16. NFKC_CF-None
'1DDF	'5.1	'Mn	'None	COMBINING LATIN LETTER SMALL CAPITAL M	'ᷟ	'ᷟ	'ᷟ	'ᴍ			Tr≠UCA	'1DDF	'1DDF	'1DDF	'1D0D	16. NFKC_CF-None
'1DE0	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER N	'ᷠ	'ᷠ	'ᷠ	'n			Tr≠UCA	'1DE0	'1DE0	'1DE0	'006E	16. NFKC_CF-None
'1DE1	'5.1	'Mn	'None	COMBINING LATIN LETTER SMALL CAPITAL N	'ᷡ	'ᷡ	'ᷡ	'ɴ			Tr≠UCA	'1DE1	'1DE1	'1DE1	'0274	16. NFKC_CF-None
'1DE2	'5.1	'Mn	'None	COMBINING LATIN LETTER SMALL CAPITAL R	'ᷢ	'ᷢ	'ᷢ	'ʀ			Tr≠UCA	'1DE2	'1DE2	'1DE2	'0280	16. NFKC_CF-None
'1DE3	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER R ROTUNDA	'ᷣ	'ᷣ	'ᷣ	'ꝛ			Tr≠UCA	'1DE3	'1DE3	'1DE3	'A75B	16. NFKC_CF-None
'1DE4	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER S	'ᷤ	'ᷤ	'ᷤ	's			Tr≠UCA	'1DE4	'1DE4	'1DE4	'0073	16. NFKC_CF-None
'1DE5	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER LONG S	'ᷥ	'ᷥ	'ᷥ	'ꞅ			Tr≠UCA	'1DE5	'1DE5	'1DE5	'A785	16. NFKC_CF-None
'1DE6	'5.1	'Mn	'None	COMBINING LATIN SMALL LETTER Z	'ᷦ	'ᷦ	'ᷦ	'z			Tr≠UCA	'1DE6	'1DE6	'1DE6	'007A	16. NFKC_CF-None
'1DE7	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER ALPHA	'ᷧ	'ᷧ	'ᷧ	'ɑ			Tr≠UCA	'1DE7	'1DE7	'1DE7	'0251	16. NFKC_CF-None
'1DE8	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER B	'ᷨ	'ᷨ	'ᷨ	'b			Tr≠UCA	'1DE8	'1DE8	'1DE8	'0062	16. NFKC_CF-None
'1DE9	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER BETA	'ᷩ	'ᷩ	'ᷩ	'ꞵ			Tr≠UCA	'1DE9	'1DE9	'1DE9	'A7B5	16. NFKC_CF-None
'1DEA	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER SCHWA	'ᷪ	'ᷪ	'ᷪ	'ə			Tr≠UCA	'1DEA	'1DEA	'1DEA	'0259	16. NFKC_CF-None
'1DEB	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER F	'ᷫ	'ᷫ	'ᷫ	'f			Tr≠UCA	'1DEB	'1DEB	'1DEB	'0066	16. NFKC_CF-None
'1DEC	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER L WITH DOUBLE MIDDLE TILDE	'ᷬ	'ᷬ	'ᷬ	'ꬸ			Tr≠UCA	'1DEC	'1DEC	'1DEC	'AB38	16. NFKC_CF-None
'1DED	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER O WITH LIGHT CENTRALIZATION STROKE	'ᷭ	'ᷭ	'ᷭ	'o̖			Tr≠UCA	'1DED	'1DED	'1DED	'006F 0316	16. NFKC_CF-None
'1DEE	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER P	'ᷮ	'ᷮ	'ᷮ	'p			Tr≠UCA	'1DEE	'1DEE	'1DEE	'0070	16. NFKC_CF-None
'1DEF	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER ESH	'ᷯ	'ᷯ	'ᷯ	'ʃ			Tr≠UCA	'1DEF	'1DEF	'1DEF	'0283	16. NFKC_CF-None
'1DF0	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER U WITH LIGHT CENTRALIZATION STROKE	'ᷰ	'ᷰ	'ᷰ	'u̖			Tr≠UCA	'1DF0	'1DF0	'1DF0	'0075 0316	16. NFKC_CF-None
'1DF1	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER W	'ᷱ	'ᷱ	'ᷱ	'w			Tr≠UCA	'1DF1	'1DF1	'1DF1	'0077	16. NFKC_CF-None
'1DF2	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER A WITH DIAERESIS	'ᷲ	'ᷲ	'ᷲ	'ä			Tr≠UCA	'1DF2	'1DF2	'1DF2	'00E4	16. NFKC_CF-None
'1DF3	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER O WITH DIAERESIS	'ᷳ	'ᷳ	'ᷳ	'ö			Tr≠UCA	'1DF3	'1DF3	'1DF3	'00F6	16. NFKC_CF-None
'1DF4	'7.0	'Mn	'None	COMBINING LATIN SMALL LETTER U WITH DIAERESIS	'ᷴ	'ᷴ	'ᷴ	'ü			Tr≠UCA	'1DF4	'1DF4	'1DF4	'00FC	16. NFKC_CF-None
'1DF5	'7.0	'Mn	'None	COMBINING UP TACK ABOVE	'᷵	'᷵	'᷵	'̍			Tr≠UCA	'1DF5	'1DF5	'1DF5	'030D	16. NFKC_CF-None
'1DFC	'6.0	'Mn	'None	COMBINING DOUBLE INVERTED BREVE BELOW	'᷼	'᷼	'᷼	'̖			Tr≠UCA	'1DFC	'1DFC	'1DFC	'0316	16. NFKC_CF-None
'1DFD	'5.2	'Mn	'None	COMBINING ALMOST EQUAL TO BELOW	'᷽	'᷽	'᷽	'̖			Tr≠UCA	'1DFD	'1DFD	'1DFD	'0316	16. NFKC_CF-None
'1DFE	'5.0	'Mn	'None	COMBINING LEFT ARROWHEAD ABOVE	'᷾	'᷾	'᷾	'̍			Tr≠UCA	'1DFE	'1DFE	'1DFE	'030D	16. NFKC_CF-None
'1DFF	'5.0	'Mn	'None	COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW	'᷿	'᷿	'᷿	'̖			Tr≠UCA	'1DFF	'1DFF	'1DFF	'0316	16. NFKC_CF-None
'1E8D0	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER TEENS	'𞣐	'𞣐	'𞣐	'∅			Tr≠UCA	'1E8D0	'1E8D0	'1E8D0	'	16. NFKC_CF-None
'1E8D1	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER TENS	'𞣑	'𞣑	'𞣑	'∅			Tr≠UCA	'1E8D1	'1E8D1	'1E8D1	'	16. NFKC_CF-None
'1E8D2	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER HUNDREDS	'𞣒	'𞣒	'𞣒	'∅			Tr≠UCA	'1E8D2	'1E8D2	'1E8D2	'	16. NFKC_CF-None
'1E8D3	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER THOUSANDS	'𞣓	'𞣓	'𞣓	'∅			Tr≠UCA	'1E8D3	'1E8D3	'1E8D3	'	16. NFKC_CF-None
'1E8D4	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER TEN THOUSANDS	'𞣔	'𞣔	'𞣔	'∅			Tr≠UCA	'1E8D4	'1E8D4	'1E8D4	'	16. NFKC_CF-None
'1E8D5	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER HUNDRED THOUSANDS	'𞣕	'𞣕	'𞣕	'∅			Tr≠UCA	'1E8D5	'1E8D5	'1E8D5	'	16. NFKC_CF-None
'1E8D6	'7.0	'Mn	'None	MENDE KIKAKUI COMBINING NUMBER MILLIONS	'𞣖	'𞣖	'𞣖	'∅			Tr≠UCA	'1E8D6	'1E8D6	'1E8D6	'	16. NFKC_CF-None
