# Security Profile for General Identifiers
# File: xidmodifications.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:09 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
#  All code points not explicitly listed 
#  have the values: restricted; not-chars
# @missing: 0000..10FFFF; restricted ; not-chars


#	Status/Type:	allowed ; inclusion

002D..002E    ; allowed ; inclusion            #  [2] (-...)  HYPHEN-MINUS..FULL STOP
A742  ; restricted ; historic          # (Ꝃ)  LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
A743  ; restricted ; historic          # (ꝃ)  LATIN SMALL LETTER K WITH DIAGONAL STROKE
A744  ; restricted ; historic          # (Ꝅ)  LATIN CAPITAL LETTER K WITH STROKE AND DIAGONAL STROKE
A745  ; restricted ; historic          # (ꝅ)  LATIN SMALL LETTER K WITH STROKE AND DIAGONAL STROKE
A746  ; restricted ; historic          # (Ꝇ)  LATIN CAPITAL LETTER BROKEN L
A747  ; restricted ; historic          # (ꝇ)  LATIN SMALL LETTER BROKEN L
A748  ; restricted ; historic          # (Ꝉ)  LATIN CAPITAL LETTER L WITH HIGH STROKE
A749  ; restricted ; historic          # (ꝉ)  LATIN SMALL LETTER L WITH HIGH STROKE
A74A  ; restricted ; historic          # (Ꝋ)  LATIN CAPITAL LETTER O WITH LONG STROKE OVERLAY
A74B  ; restricted ; historic          # (ꝋ)  LATIN SMALL LETTER O WITH LONG STROKE OVERLAY
A74C  ; restricted ; historic          # (Ꝍ)  LATIN CAPITAL LETTER O WITH LOOP
A74D  ; restricted ; historic          # (ꝍ)  LATIN SMALL LETTER O WITH LOOP
A74E  ; restricted ; historic          # (Ꝏ)  LATIN CAPITAL LETTER OO
A74F  ; restricted ; historic          # (ꝏ)  LATIN SMALL LETTER OO
A750  ; restricted ; historic          # (Ꝑ)  LATIN CAPITAL LETTER P WITH STROKE THROUGH DESCENDER
A751  ; restricted ; historic          # (ꝑ)  LATIN SMALL LETTER P WITH STROKE THROUGH DESCENDER
A752  ; restricted ; historic          # (Ꝓ)  LATIN CAPITAL LETTER P WITH FLOURISH
A753  ; restricted ; historic          # (ꝓ)  LATIN SMALL LETTER P WITH FLOURISH
A754  ; restricted ; historic          # (Ꝕ)  LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A755  ; restricted ; historic          # (ꝕ)  LATIN SMALL LETTER P WITH SQUIRREL TAIL
A756  ; restricted ; historic          # (Ꝗ)  LATIN CAPITAL LETTER Q WITH STROKE THROUGH DESCENDER
A757  ; restricted ; historic          # (ꝗ)  LATIN SMALL LETTER Q WITH STROKE THROUGH DESCENDER
A758  ; restricted ; historic          # (Ꝙ)  LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A759  ; restricted ; historic          # (ꝙ)  LATIN SMALL LETTER Q WITH DIAGONAL STROKE
A75A  ; restricted ; historic          # (Ꝛ)  LATIN CAPITAL LETTER R ROTUNDA
A75B  ; restricted ; historic          # (ꝛ)  LATIN SMALL LETTER R ROTUNDA
A75C  ; restricted ; historic          # (Ꝝ)  LATIN CAPITAL LETTER RUM ROTUNDA
A75D  ; restricted ; historic          # (ꝝ)  LATIN SMALL LETTER RUM ROTUNDA
A75E  ; restricted ; historic          # (Ꝟ)  LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A75F  ; restricted ; historic          # (ꝟ)  LATIN SMALL LETTER V WITH DIAGONAL STROKE
A760  ; restricted ; historic          # (Ꝡ)  LATIN CAPITAL LETTER VY
A761  ; restricted ; historic          # (ꝡ)  LATIN SMALL LETTER VY
A762  ; restricted ; historic          # (Ꝣ)  LATIN CAPITAL LETTER VISIGOTHIC Z
A763  ; restricted ; historic          # (ꝣ)  LATIN SMALL LETTER VISIGOTHIC Z
A764  ; restricted ; historic          # (Ꝥ)  LATIN CAPITAL LETTER THORN WITH STROKE
A765  ; restricted ; historic          # (ꝥ)  LATIN SMALL LETTER THORN WITH STROKE
A766  ; restricted ; historic          # (Ꝧ)  LATIN CAPITAL LETTER THORN WITH STROKE THROUGH DESCENDER
A767  ; restricted ; historic          # (ꝧ)  LATIN SMALL LETTER THORN WITH STROKE THROUGH DESCENDER
A768  ; restricted ; historic          # (Ꝩ)  LATIN CAPITAL LETTER VEND
A769  ; restricted ; historic          # (ꝩ)  LATIN SMALL LETTER VEND
A76A  ; restricted ; historic          # (Ꝫ)  LATIN CAPITAL LETTER ET
A76B  ; restricted ; historic          # (ꝫ)  LATIN SMALL LETTER ET
A76C  ; restricted ; historic          # (Ꝭ)  LATIN CAPITAL LETTER IS
A76D  ; restricted ; historic          # (ꝭ)  LATIN SMALL LETTER IS
A76E  ; restricted ; historic          # (Ꝯ)  LATIN CAPITAL LETTER CON
A76F  ; restricted ; historic          # (ꝯ)  LATIN SMALL LETTER CON
A771  ; restricted ; historic          # (ꝱ)  LATIN SMALL LETTER DUM
A772  ; restricted ; historic          # (ꝲ)  LATIN SMALL LETTER LUM
A773  ; restricted ; historic          # (ꝳ)  LATIN SMALL LETTER MUM
A774  ; restricted ; historic          # (ꝴ)  LATIN SMALL LETTER NUM
A775  ; restricted ; historic          # (ꝵ)  LATIN SMALL LETTER RUM
A776  ; restricted ; historic          # (ꝶ)  LATIN LETTER SMALL CAPITAL RUM
A777  ; restricted ; historic          # (ꝷ)  LATIN SMALL LETTER TUM
A778  ; restricted ; historic          # (ꝸ)  LATIN SMALL LETTER UM
A779  ; restricted ; historic          # (Ꝺ)  LATIN CAPITAL LETTER INSULAR D
A77A  ; restricted ; historic          # (ꝺ)  LATIN SMALL LETTER INSULAR D
A77B  ; restricted ; historic          # (Ꝼ)  LATIN CAPITAL LETTER INSULAR F
A77C  ; restricted ; historic          # (ꝼ)  LATIN SMALL LETTER INSULAR F
A77D  ; restricted ; historic          # (Ᵹ)  LATIN CAPITAL LETTER INSULAR G
A77E  ; restricted ; historic          # (Ꝿ)  LATIN CAPITAL LETTER TURNED INSULAR G
A77F  ; restricted ; historic          # (ꝿ)  LATIN SMALL LETTER TURNED INSULAR G
A780  ; restricted ; historic          # (Ꞁ)  LATIN CAPITAL LETTER TURNED L
A781  ; restricted ; historic          # (ꞁ)  LATIN SMALL LETTER TURNED L
A782  ; restricted ; historic          # (Ꞃ)  LATIN CAPITAL LETTER INSULAR R
A783  ; restricted ; historic          # (ꞃ)  LATIN SMALL LETTER INSULAR R
A784  ; restricted ; historic          # (Ꞅ)  LATIN CAPITAL LETTER INSULAR S
A785  ; restricted ; historic          # (ꞅ)  LATIN SMALL LETTER INSULAR S
A786  ; restricted ; historic          # (Ꞇ)  LATIN CAPITAL LETTER INSULAR T
A787  ; restricted ; historic          # (ꞇ)  LATIN SMALL LETTER INSULAR T
A7FB  ; restricted ; historic          # (ꟻ)  LATIN EPIGRAPHIC LETTER REVERSED F
A7FC  ; restricted ; historic          # (ꟼ)  LATIN EPIGRAPHIC LETTER REVERSED P
A7FD  ; restricted ; historic          # (ꟽ)  LATIN EPIGRAPHIC LETTER INVERTED M
A7FE  ; restricted ; historic          # (ꟾ)  LATIN EPIGRAPHIC LETTER I LONGA
A7FF  ; restricted ; historic          # (ꟿ)  LATIN EPIGRAPHIC LETTER ARCHAIC M
A840  ; restricted ; historic          # (ꡀ)  PHAGS-PA LETTER KA
A841  ; restricted ; historic          # (ꡁ)  PHAGS-PA LETTER KHA
A842  ; restricted ; historic          # (ꡂ)  PHAGS-PA LETTER GA
A843  ; restricted ; historic          # (ꡃ)  PHAGS-PA LETTER NGA
A844  ; restricted ; historic          # (ꡄ)  PHAGS-PA LETTER CA
A845  ; restricted ; historic          # (ꡅ)  PHAGS-PA LETTER CHA
A846  ; restricted ; historic          # (ꡆ)  PHAGS-PA LETTER JA
A847  ; restricted ; historic          # (ꡇ)  PHAGS-PA LETTER NYA
A848  ; restricted ; historic          # (ꡈ)  PHAGS-PA LETTER TA
A849  ; restricted ; historic          # (ꡉ)  PHAGS-PA LETTER THA
A84A  ; restricted ; historic          # (ꡊ)  PHAGS-PA LETTER DA
A84B  ; restricted ; historic          # (ꡋ)  PHAGS-PA LETTER NA
A84C  ; restricted ; historic          # (ꡌ)  PHAGS-PA LETTER PA
A84D  ; restricted ; historic          # (ꡍ)  PHAGS-PA LETTER PHA
A84E  ; restricted ; historic          # (ꡎ)  PHAGS-PA LETTER BA
A84F  ; restricted ; historic          # (ꡏ)  PHAGS-PA LETTER MA
A850  ; restricted ; historic          # (ꡐ)  PHAGS-PA LETTER TSA
A851  ; restricted ; historic          # (ꡑ)  PHAGS-PA LETTER TSHA
A852  ; restricted ; historic          # (ꡒ)  PHAGS-PA LETTER DZA
A853  ; restricted ; historic          # (ꡓ)  PHAGS-PA LETTER WA
A854  ; restricted ; historic          # (ꡔ)  PHAGS-PA LETTER ZHA
A855  ; restricted ; historic          # (ꡕ)  PHAGS-PA LETTER ZA
A856  ; restricted ; historic          # (ꡖ)  PHAGS-PA LETTER SMALL A
A857  ; restricted ; historic          # (ꡗ)  PHAGS-PA LETTER YA
A858  ; restricted ; historic          # (ꡘ)  PHAGS-PA LETTER RA
A859  ; restricted ; historic          # (ꡙ)  PHAGS-PA LETTER LA
A85A  ; restricted ; historic          # (ꡚ)  PHAGS-PA LETTER SHA
A85B  ; restricted ; historic          # (ꡛ)  PHAGS-PA LETTER SA
A85C  ; restricted ; historic          # (ꡜ)  PHAGS-PA LETTER HA
A85D  ; restricted ; historic          # (ꡝ)  PHAGS-PA LETTER A
A85E  ; restricted ; historic          # (ꡞ)  PHAGS-PA LETTER I
A85F  ; restricted ; historic          # (ꡟ)  PHAGS-PA LETTER U
A860  ; restricted ; historic          # (ꡠ)  PHAGS-PA LETTER E
A861  ; restricted ; historic          # (ꡡ)  PHAGS-PA LETTER O
A862  ; restricted ; historic          # (ꡢ)  PHAGS-PA LETTER QA
A863  ; restricted ; historic          # (ꡣ)  PHAGS-PA LETTER XA
A864  ; restricted ; historic          # (ꡤ)  PHAGS-PA LETTER FA
A865  ; restricted ; historic          # (ꡥ)  PHAGS-PA LETTER GGA
A866  ; restricted ; historic          # (ꡦ)  PHAGS-PA LETTER EE
A867  ; restricted ; historic          # (ꡧ)  PHAGS-PA SUBJOINED LETTER WA
A868  ; restricted ; historic          # (ꡨ)  PHAGS-PA SUBJOINED LETTER YA
A869  ; restricted ; historic          # (ꡩ)  PHAGS-PA LETTER TTA
A86A  ; restricted ; historic          # (ꡪ)  PHAGS-PA LETTER TTHA
A86B  ; restricted ; historic          # (ꡫ)  PHAGS-PA LETTER DDA
A86C  ; restricted ; historic          # (ꡬ)  PHAGS-PA LETTER NNA
A86D  ; restricted ; historic          # (ꡭ)  PHAGS-PA LETTER ALTERNATE YA
A86E  ; restricted ; historic          # (ꡮ)  PHAGS-PA LETTER VOICELESS SHA
A86F  ; restricted ; historic          # (ꡯ)  PHAGS-PA LETTER VOICED HA
A870  ; restricted ; historic          # (ꡰ)  PHAGS-PA LETTER ASPIRATED FA
A871  ; restricted ; historic          # (ꡱ)  PHAGS-PA SUBJOINED LETTER RA
A872  ; restricted ; historic          # (ꡲ)  PHAGS-PA SUPERFIXED LETTER RA
A873  ; restricted ; historic          # (ꡳ)  PHAGS-PA LETTER CANDRABINDU
A8E0  ; restricted ; historic          # (꣠)  COMBINING DEVANAGARI DIGIT ZERO
A8E1  ; restricted ; historic          # (꣡)  COMBINING DEVANAGARI DIGIT ONE
A8E2  ; restricted ; historic          # (꣢)  COMBINING DEVANAGARI DIGIT TWO
A8E3  ; restricted ; historic          # (꣣)  COMBINING DEVANAGARI DIGIT THREE
A8E4  ; restricted ; historic          # (꣤)  COMBINING DEVANAGARI DIGIT FOUR
A8E5  ; restricted ; historic          # (꣥)  COMBINING DEVANAGARI DIGIT FIVE
A8E6  ; restricted ; historic          # (꣦)  COMBINING DEVANAGARI DIGIT SIX
A8E7  ; restricted ; historic          # (꣧)  COMBINING DEVANAGARI DIGIT SEVEN
A8E8  ; restricted ; historic          # (꣨)  COMBINING DEVANAGARI DIGIT EIGHT
A8E9  ; restricted ; historic          # (꣩)  COMBINING DEVANAGARI DIGIT NINE
A8EA  ; restricted ; historic          # (꣪)  COMBINING DEVANAGARI LETTER A
A8EB  ; restricted ; historic          # (꣫)  COMBINING DEVANAGARI LETTER U
A8EC  ; restricted ; historic          # (꣬)  COMBINING DEVANAGARI LETTER KA
A8ED  ; restricted ; historic          # (꣭)  COMBINING DEVANAGARI LETTER NA
A8EE  ; restricted ; historic          # (꣮)  COMBINING DEVANAGARI LETTER PA
A8EF  ; restricted ; historic          # (꣯)  COMBINING DEVANAGARI LETTER RA
A8F0  ; restricted ; historic          # (꣰)  COMBINING DEVANAGARI LETTER VI
A8F1  ; restricted ; historic          # (꣱)  COMBINING DEVANAGARI SIGN AVAGRAHA
A8F2  ; restricted ; historic          # (ꣲ)  DEVANAGARI SIGN SPACING CANDRABINDU
A8F3  ; restricted ; historic          # (ꣳ)  DEVANAGARI SIGN CANDRABINDU VIRAMA
A8F4  ; restricted ; historic          # (ꣴ)  DEVANAGARI SIGN DOUBLE CANDRABINDU VIRAMA
A8F5  ; restricted ; historic          # (ꣵ)  DEVANAGARI SIGN CANDRABINDU TWO
A8F6  ; restricted ; historic          # (ꣶ)  DEVANAGARI SIGN CANDRABINDU THREE
A8F7  ; restricted ; historic          # (ꣷ)  DEVANAGARI SIGN CANDRABINDU AVAGRAHA
A8FB  ; restricted ; historic          # (ꣻ)  DEVANAGARI HEADSTROKE
A930  ; restricted ; historic          # (ꤰ)  REJANG LETTER KA
A931  ; restricted ; historic          # (ꤱ)  REJANG LETTER GA
A932  ; restricted ; historic          # (ꤲ)  REJANG LETTER NGA
A933  ; restricted ; historic          # (ꤳ)  REJANG LETTER TA
A934  ; restricted ; historic          # (ꤴ)  REJANG LETTER DA
A935  ; restricted ; historic          # (ꤵ)  REJANG LETTER NA
A936  ; restricted ; historic          # (ꤶ)  REJANG LETTER PA
A937  ; restricted ; historic          # (ꤷ)  REJANG LETTER BA
A938  ; restricted ; historic          # (ꤸ)  REJANG LETTER MA
A939  ; restricted ; historic          # (ꤹ)  REJANG LETTER CA
A93A  ; restricted ; historic          # (ꤺ)  REJANG LETTER JA
A93B  ; restricted ; historic          # (ꤻ)  REJANG LETTER NYA
A93C  ; restricted ; historic          # (ꤼ)  REJANG LETTER SA
A93D  ; restricted ; historic          # (ꤽ)  REJANG LETTER RA
A93E  ; restricted ; historic          # (ꤾ)  REJANG LETTER LA
A93F  ; restricted ; historic          # (ꤿ)  REJANG LETTER YA
A940  ; restricted ; historic          # (ꥀ)  REJANG LETTER WA
A941  ; restricted ; historic          # (ꥁ)  REJANG LETTER HA
A942  ; restricted ; historic          # (ꥂ)  REJANG LETTER MBA
A943  ; restricted ; historic          # (ꥃ)  REJANG LETTER NGGA
A944  ; restricted ; historic          # (ꥄ)  REJANG LETTER NDA
A945  ; restricted ; historic          # (ꥅ)  REJANG LETTER NYJA
A946  ; restricted ; historic          # (ꥆ)  REJANG LETTER A
A947  ; restricted ; historic          # (ꥇ)  REJANG VOWEL SIGN I
A948  ; restricted ; historic          # (ꥈ)  REJANG VOWEL SIGN U
A949  ; restricted ; historic          # (ꥉ)  REJANG VOWEL SIGN E
A94A  ; restricted ; historic          # (ꥊ)  REJANG VOWEL SIGN AI
A94B  ; restricted ; historic          # (ꥋ)  REJANG VOWEL SIGN O
A94C  ; restricted ; historic          # (ꥌ)  REJANG VOWEL SIGN AU
A94D  ; restricted ; historic          # (ꥍ)  REJANG VOWEL SIGN EU
A94E  ; restricted ; historic          # (ꥎ)  REJANG VOWEL SIGN EA
A94F  ; restricted ; historic          # (ꥏ)  REJANG CONSONANT SIGN NG
A950  ; restricted ; historic          # (ꥐ)  REJANG CONSONANT SIGN N
A951  ; restricted ; historic          # (ꥑ)  REJANG CONSONANT SIGN R
A952  ; restricted ; historic          # (ꥒ)  REJANG CONSONANT SIGN H
A953  ; restricted ; historic          # (꥓)  REJANG VIRAMA
A960  ; restricted ; historic          # (ꥠ)  HANGUL CHOSEONG TIKEUT-MIEUM
A961  ; restricted ; historic          # (ꥡ)  HANGUL CHOSEONG TIKEUT-PIEUP
A962  ; restricted ; historic          # (ꥢ)  HANGUL CHOSEONG TIKEUT-SIOS
A963  ; restricted ; historic          # (ꥣ)  HANGUL CHOSEONG TIKEUT-CIEUC
A964  ; restricted ; historic          # (ꥤ)  HANGUL CHOSEONG RIEUL-KIYEOK
A965  ; restricted ; historic          # (ꥥ)  HANGUL CHOSEONG RIEUL-SSANGKIYEOK
A966  ; restricted ; historic          # (ꥦ)  HANGUL CHOSEONG RIEUL-TIKEUT
A967  ; restricted ; historic          # (ꥧ)  HANGUL CHOSEONG RIEUL-SSANGTIKEUT
A968  ; restricted ; historic          # (ꥨ)  HANGUL CHOSEONG RIEUL-MIEUM
A969  ; restricted ; historic          # (ꥩ)  HANGUL CHOSEONG RIEUL-PIEUP
A96A  ; restricted ; historic          # (ꥪ)  HANGUL CHOSEONG RIEUL-SSANGPIEUP
A96B  ; restricted ; historic          # (ꥫ)  HANGUL CHOSEONG RIEUL-KAPYEOUNPIEUP
A96C  ; restricted ; historic          # (ꥬ)  HANGUL CHOSEONG RIEUL-SIOS
A96D  ; restricted ; historic          # (ꥭ)  HANGUL CHOSEONG RIEUL-CIEUC
A96E  ; restricted ; historic          # (ꥮ)  HANGUL CHOSEONG RIEUL-KHIEUKH
A96F  ; restricted ; historic          # (ꥯ)  HANGUL CHOSEONG MIEUM-KIYEOK
A970  ; restricted ; historic          # (ꥰ)  HANGUL CHOSEONG MIEUM-TIKEUT
A971  ; restricted ; historic          # (ꥱ)  HANGUL CHOSEONG MIEUM-SIOS
A972  ; restricted ; historic          # (ꥲ)  HANGUL CHOSEONG PIEUP-SIOS-THIEUTH
A973  ; restricted ; historic          # (ꥳ)  HANGUL CHOSEONG PIEUP-KHIEUKH
A974  ; restricted ; historic          # (ꥴ)  HANGUL CHOSEONG PIEUP-HIEUH
A975  ; restricted ; historic          # (ꥵ)  HANGUL CHOSEONG SSANGSIOS-PIEUP
A976  ; restricted ; historic          # (ꥶ)  HANGUL CHOSEONG IEUNG-RIEUL
A977  ; restricted ; historic          # (ꥷ)  HANGUL CHOSEONG IEUNG-HIEUH
A978  ; restricted ; historic          # (ꥸ)  HANGUL CHOSEONG SSANGCIEUC-HIEUH
A979  ; restricted ; historic          # (ꥹ)  HANGUL CHOSEONG SSANGTHIEUTH
A97A  ; restricted ; historic          # (ꥺ)  HANGUL CHOSEONG PHIEUPH-HIEUH
A97B  ; restricted ; historic          # (ꥻ)  HANGUL CHOSEONG HIEUH-SIOS
A97C  ; restricted ; historic          # (ꥼ)  HANGUL CHOSEONG SSANGYEORINHIEUH
D7B0  ; restricted ; historic          # (ힰ)  HANGUL JUNGSEONG O-YEO
D7B1  ; restricted ; historic          # (ힱ)  HANGUL JUNGSEONG O-O-I
D7B2  ; restricted ; historic          # (ힲ)  HANGUL JUNGSEONG YO-A
D7B3  ; restricted ; historic          # (ힳ)  HANGUL JUNGSEONG YO-AE
D7B4  ; restricted ; historic          # (ힴ)  HANGUL JUNGSEONG YO-EO
D7B5  ; restricted ; historic          # (ힵ)  HANGUL JUNGSEONG U-YEO
D7B6  ; restricted ; historic          # (ힶ)  HANGUL JUNGSEONG U-I-I
D7B7  ; restricted ; historic          # (ힷ)  HANGUL JUNGSEONG YU-AE
D7B8  ; restricted ; historic          # (ힸ)  HANGUL JUNGSEONG YU-O
D7B9  ; restricted ; historic          # (ힹ)  HANGUL JUNGSEONG EU-A
D7BA  ; restricted ; historic          # (ힺ)  HANGUL JUNGSEONG EU-EO
D7BB  ; restricted ; historic          # (ힻ)  HANGUL JUNGSEONG EU-E
D7BC  ; restricted ; historic          # (ힼ)  HANGUL JUNGSEONG EU-O
D7BD  ; restricted ; historic          # (ힽ)  HANGUL JUNGSEONG I-YA-O
D7BE  ; restricted ; historic          # (ힾ)  HANGUL JUNGSEONG I-YAE
D7BF  ; restricted ; historic          # (ힿ)  HANGUL JUNGSEONG I-YEO
D7C0  ; restricted ; historic          # (ퟀ)  HANGUL JUNGSEONG I-YE
D7C1  ; restricted ; historic          # (ퟁ)  HANGUL JUNGSEONG I-O-I
D7C2  ; restricted ; historic          # (ퟂ)  HANGUL JUNGSEONG I-YO
D7C3  ; restricted ; historic          # (ퟃ)  HANGUL JUNGSEONG I-YU
D7C4  ; restricted ; historic          # (ퟄ)  HANGUL JUNGSEONG I-I
D7C5  ; restricted ; historic          # (ퟅ)  HANGUL JUNGSEONG ARAEA-A
D7C6  ; restricted ; historic          # (ퟆ)  HANGUL JUNGSEONG ARAEA-E
D7CB  ; restricted ; historic          # (ퟋ)  HANGUL JONGSEONG NIEUN-RIEUL
D7CC  ; restricted ; historic          # (ퟌ)  HANGUL JONGSEONG NIEUN-CHIEUCH
D7CD  ; restricted ; historic          # (ퟍ)  HANGUL JONGSEONG SSANGTIKEUT
D7CE  ; restricted ; historic          # (ퟎ)  HANGUL JONGSEONG SSANGTIKEUT-PIEUP
D7CF  ; restricted ; historic          # (ퟏ)  HANGUL JONGSEONG TIKEUT-PIEUP
D7D0  ; restricted ; historic          # (ퟐ)  HANGUL JONGSEONG TIKEUT-SIOS
D7D1  ; restricted ; historic          # (ퟑ)  HANGUL JONGSEONG TIKEUT-SIOS-KIYEOK
D7D2  ; restricted ; historic          # (ퟒ)  HANGUL JONGSEONG TIKEUT-CIEUC
D7D3  ; restricted ; historic          # (ퟓ)  HANGUL JONGSEONG TIKEUT-CHIEUCH
D7D4  ; restricted ; historic          # (ퟔ)  HANGUL JONGSEONG TIKEUT-THIEUTH
D7D5  ; restricted ; historic          # (ퟕ)  HANGUL JONGSEONG RIEUL-SSANGKIYEOK
D7D6  ; restricted ; historic          # (ퟖ)  HANGUL JONGSEONG RIEUL-KIYEOK-HIEUH
D7D7  ; restricted ; historic          # (ퟗ)  HANGUL JONGSEONG SSANGRIEUL-KHIEUKH
D7D8  ; restricted ; historic          # (ퟘ)  HANGUL JONGSEONG RIEUL-MIEUM-HIEUH
D7D9  ; restricted ; historic          # (ퟙ)  HANGUL JONGSEONG RIEUL-PIEUP-TIKEUT
D7DA  ; restricted ; historic          # (ퟚ)  HANGUL JONGSEONG RIEUL-PIEUP-PHIEUPH
D7DB  ; restricted ; historic          # (ퟛ)  HANGUL JONGSEONG RIEUL-YESIEUNG
D7DC  ; restricted ; historic          # (ퟜ)  HANGUL JONGSEONG RIEUL-YEORINHIEUH-HIEUH
D7DD  ; restricted ; historic          # (ퟝ)  HANGUL JONGSEONG KAPYEOUNRIEUL
D7DE  ; restricted ; historic          # (ퟞ)  HANGUL JONGSEONG MIEUM-NIEUN
D7DF  ; restricted ; historic          # (ퟟ)  HANGUL JONGSEONG MIEUM-SSANGNIEUN
D7E0  ; restricted ; historic          # (ퟠ)  HANGUL JONGSEONG SSANGMIEUM
D7E1  ; restricted ; historic          # (ퟡ)  HANGUL JONGSEONG MIEUM-PIEUP-SIOS
D7E2  ; restricted ; historic          # (ퟢ)  HANGUL JONGSEONG MIEUM-CIEUC
D7E3  ; restricted ; historic          # (ퟣ)  HANGUL JONGSEONG PIEUP-TIKEUT
D7E4  ; restricted ; historic          # (ퟤ)  HANGUL JONGSEONG PIEUP-RIEUL-PHIEUPH
D7E5  ; restricted ; historic          # (ퟥ)  HANGUL JONGSEONG PIEUP-MIEUM
D7E6  ; restricted ; historic          # (ퟦ)  HANGUL JONGSEONG SSANGPIEUP
D7E7  ; restricted ; historic          # (ퟧ)  HANGUL JONGSEONG PIEUP-SIOS-TIKEUT
D7E8  ; restricted ; historic          # (ퟨ)  HANGUL JONGSEONG PIEUP-CIEUC
D7E9  ; restricted ; historic          # (ퟩ)  HANGUL JONGSEONG PIEUP-CHIEUCH
D7EA  ; restricted ; historic          # (ퟪ)  HANGUL JONGSEONG SIOS-MIEUM
D7EB  ; restricted ; historic          # (ퟫ)  HANGUL JONGSEONG SIOS-KAPYEOUNPIEUP
D7EC  ; restricted ; historic          # (ퟬ)  HANGUL JONGSEONG SSANGSIOS-KIYEOK
D7ED  ; restricted ; historic          # (ퟭ)  HANGUL JONGSEONG SSANGSIOS-TIKEUT
D7EE  ; restricted ; historic          # (ퟮ)  HANGUL JONGSEONG SIOS-PANSIOS
D7EF  ; restricted ; historic          # (ퟯ)  HANGUL JONGSEONG SIOS-CIEUC
D7F0  ; restricted ; historic          # (ퟰ)  HANGUL JONGSEONG SIOS-CHIEUCH
D7F1  ; restricted ; historic          # (ퟱ)  HANGUL JONGSEONG SIOS-THIEUTH
D7F2  ; restricted ; historic          # (ퟲ)  HANGUL JONGSEONG SIOS-HIEUH
D7F3  ; restricted ; historic          # (ퟳ)  HANGUL JONGSEONG PANSIOS-PIEUP
D7F4  ; restricted ; historic          # (ퟴ)  HANGUL JONGSEONG PANSIOS-KAPYEOUNPIEUP
D7F5  ; restricted ; historic          # (ퟵ)  HANGUL JONGSEONG YESIEUNG-MIEUM
