# File: MathClassEx.txt
# Revision: 16.0
# Date: 2025-07-01
#
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr25/
#
# ------------------------------------------------
# This file is a classification of characters based on their usage in
# mathematical notation and providing a mapping to standard entity
# sets commonly used for SGML and MathML documents.
#
# While the contents of this file represent the best information
# available to the authors and the Unicode Technical Committee as
# of the date referenced above, it is likely that the information
# in this file will change from time to time.
#
# This file is *NOT* formally part of the Unicode Character Database
# at this time.
#
# The character encoding of this plain-text file is UTF-8.
#
# The data consists of 8 fields. The number and type of fields may change
# in future versions of this file.
#
# 1: code point or range
#
# 2: class, one of:
#
#	N - Normal - includes all digits and symbols requiring only one form
#	A - Alphabetic
#	B - Binary
#	C - Closing - usually paired with opening delimiter
#	D - Diacritic
#	F - Fence - unpaired delimiter (often used as opening or closing)
#	G - Glyph_Part - piece of large operator
#	L - Large - n-ary or large operator, often takes limits
#	O - Opening - usually paired with closing delimiter
#	P - Punctuation
#	R - Relation - includes arrows
#	S - Space
#	U - Unary - operators that are only unary
#	V - Vary - operators that can be unary or binary depending on context
#	X - Special - characters not covered by other classes
#
# The C, O, and F operators are stretchy. In addition, some binary operators such
# as U+002F are stretchy as noted in the descriptive comments. The classes are
# also useful in determining extra spacing around the operators as discussed
# in UTR #25.
#
# 3: entity name
#
# 4: entity set
#
# 5: descriptive comments (of various types)
# The descriptive comments provide more information about a character,
# or its specific appearance. Some descriptions contain common macro
# names (with slash) but in the majority of cases, the description is
# simply the description of the entity in the published entity set, if
# different from the formal Unicode character name. Minor differences
# in word order, punctuation and verb forms have been ignored, but not
# systematic differences in terminology, such as filled vs. black.
# In principle this allows location of entities by their description.
#
# 6: Comment with Unicode General Category, character (UTf-8)
#    and Unicode character name or names
#    Character names are provided for ease of reference only.
#
# Fields are delimited by ';'.
# Spaces adjacent to the delimiter or the '#' are not significant
# Future versions of this file may use different amounts of whitespace.
#
# Some character positions in the Mathematical Alphanumeric Symbols block are
# reserved and have been mapped to the Letterlike Symbols block in Unicode.
# This is indicated in 24 special purpose comments.
#
# The character repertoire of this revision is the repertoire of Unicode
# Version 17.0. For more information see Revision 16 or later of UTR #25.
# ------------------------------------------------

#code point;class;entity;set;note/description # comment/Unicode name
25A1;N;squ square Square;HTML-MathML;square, open # So (□) WHITE SQUARE
25AA;N;squf squarf blacksquare FilledVerySmallSquare;HTML-MathML;? /blacksquare - sq bullet, filled # So (▪) BLACK SMALL SQUARE
25AB;N;EmptyVerySmallSquare;HTML-MathML; # So (▫) WHITE SMALL SQUARE
25AD;N;rect;HTML-MathML;horizontal rectangle, open # So (▭) WHITE RECTANGLE
25AE;N;marker;HTML-MathML;histogram marker # So (▮) BLACK VERTICAL RECTANGLE
25AF;N;;; # So (▯) WHITE VERTICAL RECTANGLE
25B0;N;;; # So (▰) BLACK PARALLELOGRAM
25B1;N;fltns;HTML-MathML;parallelogram, open # So (▱) WHITE PARALLELOGRAM
25B2;B;;; # So (▲) BLACK UP-POINTING TRIANGLE
25B3;B;xutri bigtriangleup;HTML-MathML;big up triangle, open # So (△) WHITE UP-POINTING TRIANGLE
25B4;B;utrif blacktriangle;HTML-MathML;up triangle, filled # So (▴) BLACK UP-POINTING SMALL TRIANGLE
25B5;B;utri triangle;HTML-MathML;/triangle - up triangle, open # So (▵) WHITE UP-POINTING SMALL TRIANGLE
25B6;B;;;(large) right triangle, filled # So (▶) BLACK RIGHT-POINTING TRIANGLE
25B7;B;;;(large) right triangle, open, Z notation range restriction # Sm (▷) WHITE RIGHT-POINTING TRIANGLE
25B8;B;rtrif blacktriangleright;HTML-MathML;right triangle, filled # So (▸) BLACK RIGHT-POINTING SMALL TRIANGLE
25B9;B;rtri triangleright;HTML-MathML;right triangle, open # So (▹) WHITE RIGHT-POINTING SMALL TRIANGLE
25BC;B;;;big down triangle, filled # So (▼) BLACK DOWN-POINTING TRIANGLE
25BD;B;xdtri bigtriangledown;HTML-MathML;big down triangle, open # So (▽) WHITE DOWN-POINTING TRIANGLE
25BE;B;dtrif blacktriangledown;HTML-MathML;down triangle, filled # So (▾) BLACK DOWN-POINTING SMALL TRIANGLE
25BF;B;dtri triangledown;HTML-MathML;down triangle, open # So (▿) WHITE DOWN-POINTING SMALL TRIANGLE
25C0;B;;;(large) left triangle, filled # So (◀) BLACK LEFT-POINTING TRIANGLE
25C1;B;;;(large) left triangle, open, Z notation domain restriction # Sm (◁) WHITE LEFT-POINTING TRIANGLE
25C2;B;ltrif blacktriangleleft;HTML-MathML;left triangle, filled # So (◂) BLACK LEFT-POINTING SMALL TRIANGLE
25C3;B;ltri triangleleft;HTML-MathML;left triangle, open # So (◃) WHITE LEFT-POINTING SMALL TRIANGLE
25C4;B;;; # So (◄) BLACK LEFT-POINTING POINTER
25C5;B;;; # So (◅) WHITE LEFT-POINTING POINTER
25C6;N;;; # So (◆) BLACK DIAMOND
25C7;N;;; # So (◇) WHITE DIAMOND
25C8;N;;; # So (◈) WHITE DIAMOND CONTAINING BLACK SMALL DIAMOND
25C9;N;;; # So (◉) FISHEYE
25CA;B;loz lozenge;HTML-MathML;lozenge or total mark # So (◊) LOZENGE
25CB;B;cir;HTML-MathML;large circle # So (○) WHITE CIRCLE
25CE;N;;; # So (◎) BULLSEYE
25CF;N;;;circle, filled # So (●) BLACK CIRCLE
25D0;N;;; # So (◐) CIRCLE WITH LEFT HALF BLACK
25D1;N;;; # So (◑) CIRCLE WITH RIGHT HALF BLACK
25D2;N;;; # So (◒) CIRCLE WITH LOWER HALF BLACK
25D3;N;;; # So (◓) CIRCLE WITH UPPER HALF BLACK
25D6;N;;; # So (◖) LEFT HALF BLACK CIRCLE
25D7;N;;; # So (◗) RIGHT HALF BLACK CIRCLE
25E2;N;;;lower right triangle, filled # So (◢) BLACK LOWER RIGHT TRIANGLE
25E3;N;;;lower left triangle, filled # So (◣) BLACK LOWER LEFT TRIANGLE
25E4;N;;;upper left triangle, filled # So (◤) BLACK UPPER LEFT TRIANGLE
25E5;N;;;upper right triangle, filled # So (◥) BLACK UPPER RIGHT TRIANGLE
25E6;B;;; # So (◦) WHITE BULLET
25E7;N;;; # So (◧) SQUARE WITH LEFT HALF BLACK
25E8;N;;; # So (◨) SQUARE WITH RIGHT HALF BLACK
25E9;N;;; # So (◩) SQUARE WITH UPPER LEFT DIAGONAL HALF BLACK
25EA;N;;; # So (◪) SQUARE WITH LOWER RIGHT DIAGONAL HALF BLACK
25EB;B;;;vertical bar in box # So (◫) WHITE SQUARE WITH VERTICAL BISECTING LINE
25EC;B;tridot;HTML-MathML;triangle with centered dot # So (◬) WHITE UP-POINTING TRIANGLE WITH DOT
25EF;N;xcirc bigcirc;HTML-MathML; # So (◯) LARGE CIRCLE
25F8;B;ultri;HTML-MathML; # Sm (◸) UPPER LEFT TRIANGLE
25F9;B;urtri;HTML-MathML; # Sm (◹) UPPER RIGHT TRIANGLE
25FA;B;lltri;HTML-MathML; # Sm (◺) LOWER LEFT TRIANGLE
25FB;B;EmptySmallSquare;HTML-MathML; # Sm (◻) WHITE MEDIUM SQUARE
25FC;B;FilledSmallSquare;HTML-MathML; # Sm (◼) BLACK MEDIUM SQUARE
25FD;B;;; # Sm (◽) WHITE MEDIUM SMALL SQUARE
25FE;B;;; # Sm (◾) BLACK MEDIUM SMALL SQUARE
25FF;B;;; # Sm (◿) LOWER RIGHT TRIANGLE
2605;B;starf bigstar;HTML-MathML;star, filled # So (★) BLACK STAR
2606;B;star;HTML-MathML;star, open # So (☆) WHITE STAR
2609;N;;; # So (☉) SUN
260C;N;;; # So (☌) CONJUNCTION
2612;N;;; # So (☒) BALLOT BOX WITH X
263D;N;;; # So (☽) FIRST QUARTER MOON
263E;N;;; # So (☾) LAST QUARTER MOON
263F;N;;; # So (☿) MERCURY
2640;N;female;HTML-MathML;Venus # So (♀) FEMALE SIGN
2641;N;;; # So (♁) EARTH
2642;N;male;HTML-MathML;Mars # So (♂) MALE SIGN
2643;N;;; # So (♃) JUPITER
2644;N;;; # So (♄) SATURN
2646;N;;; # So (♆) NEPTUNE
2647;N;;; # So (♇) PLUTO
2648;N;;; # So (♈) ARIES
2649;N;;; # So (♉) TAURUS
2660;N;spades spadesuit;HTML-MathML;spades suit symbol # So (♠) BLACK SPADE SUIT
2661;N;;;heart suit symbol # So (♡) WHITE HEART SUIT
2662;N;;;diamond suit symbol # So (♢) WHITE DIAMOND SUIT
2663;N;clubs clubsuit;HTML-MathML;club suit symbol # So (♣) BLACK CLUB SUIT
2664;N;;;spade, white (card suit) # So (♤) WHITE SPADE SUIT
2665;N;hearts heartsuit;HTML-MathML;filled heart (card suit) # So (♥) BLACK HEART SUIT
2666;N;diams diamondsuit;HTML-MathML;filled diamond (card suit) # So (♦) BLACK DIAMOND SUIT
2667;N;;;club, white (card suit) # So (♧) WHITE CLUB SUIT
2669;N;;;music note (sung text sign) # So (♩) QUARTER NOTE
266D;N;flat;HTML-MathML; # So (♭) MUSIC FLAT SIGN
266E;N;natur natural;HTML-MathML; # So (♮) MUSIC NATURAL SIGN
266F;N;sharp;HTML-MathML; # Sm (♯) MUSIC SHARP SIGN
2680;N;;; # So (⚀) DIE FACE-1
2681;N;;; # So (⚁) DIE FACE-2
2682;N;;; # So (⚂) DIE FACE-3
2683;N;;; # So (⚃) DIE FACE-4
2684;N;;; # So (⚄) DIE FACE-5
2685;N;;; # So (⚅) DIE FACE-6
2686;N;;; # So (⚆) WHITE CIRCLE WITH DOT RIGHT
2687;N;;; # So (⚇) WHITE CIRCLE WITH TWO DOTS
2688;N;;; # So (⚈) BLACK CIRCLE WITH WHITE DOT RIGHT
2689;N;;; # So (⚉) BLACK CIRCLE WITH TWO WHITE DOTS
26AA;N;;; # So (⚪) MEDIUM WHITE CIRCLE
26AB;N;;; # So (⚫) MEDIUM BLACK CIRCLE
26AC;N;;; # So (⚬) MEDIUM SMALL WHITE CIRCLE
26B2;N;;; # So (⚲) NEUTER
2713;N;check checkmark;HTML-MathML;tick # So (✓) CHECK MARK
2717;N;cross;HTML-MathML;ballot cross # So (✗) BALLOT X
2720;N;malt maltese;HTML-MathML; # So (✠) MALTESE CROSS
272A;N;;; # So (✪) CIRCLED WHITE STAR
2736;N;sext;HTML-MathML; # So (✶) SIX POINTED BLACK STAR
2772;O;lbbrk;HTML-MathML;left broken bracket # Ps (❲) LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
2773;C;rbbrk;HTML-MathML;right broken bracket # Pe (❳) LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
27C0;N;;; # Sm (⟀) THREE DIMENSIONAL ANGLE
27C1;N;;; # Sm (⟁) WHITE TRIANGLE CONTAINING SMALL WHITE TRIANGLE
27C2;R;;;perpendicular # Sm (⟂) PERPENDICULAR
27C3;R;;; # Sm (⟃) OPEN SUBSET
27C4;R;;; # Sm (⟄) OPEN SUPERSET
27C5;R;;; # Ps (⟅) LEFT S-SHAPED BAG DELIMITER
27C6;R;;; # Pe (⟆) RIGHT S-SHAPED BAG DELIMITER
27C7;R;;; # Sm (⟇) OR WITH DOT INSIDE
27C8;R;bsolhsub;HTML-MathML; # Sm (⟈) REVERSE SOLIDUS PRECEDING SUBSET
27C9;R;suphsol;HTML-MathML; # Sm (⟉) SUPERSET PRECEDING SOLIDUS
27CA;R;;; # Sm (⟊) VERTICAL BAR WITH HORIZONTAL STROKE
27CB;R;;; # Sm (⟋) MATHEMATICAL RISING DIAGONAL
27CC;L;;; # Sm (⟌) LONG DIVISION
27CD;R;;; # Sm (⟍) MATHEMATICAL FALLING DIAGONAL
27CE;B;;; # Sm (⟎) SQUARED LOGICAL AND
27CF;B;;; # Sm (⟏) SQUARED LOGICAL OR
27D0;N;;; # Sm (⟐) WHITE DIAMOND WITH CENTRED DOT
27D1;B;;; # Sm (⟑) AND WITH DOT
27D2;R;;; # Sm (⟒) ELEMENT OF OPENING UPWARDS
27D3;R;;; # Sm (⟓) LOWER RIGHT CORNER WITH DOT
27D4;R;;; # Sm (⟔) UPPER LEFT CORNER WITH DOT
27D5;L;;; # Sm (⟕) LEFT OUTER JOIN
27D6;L;;; # Sm (⟖) RIGHT OUTER JOIN
27D7;L;;; # Sm (⟗) FULL OUTER JOIN
27D8;L;;; # Sm (⟘) LARGE UP TACK
27D9;L;;; # Sm (⟙) LARGE DOWN TACK
27DA;R;;; # Sm (⟚) LEFT AND RIGHT DOUBLE TURNSTILE
27DB;R;;; # Sm (⟛) LEFT AND RIGHT TACK
27DC;R;;; # Sm (⟜) LEFT MULTIMAP
27DD;R;;; # Sm (⟝) LONG RIGHT TACK
27DE;R;;; # Sm (⟞) LONG LEFT TACK
27DF;R;;; # Sm (⟟) UP TACK WITH CIRCLE ABOVE
27E0;B;;; # Sm (⟠) LOZENGE DIVIDED BY HORIZONTAL RULE
27E1;B;;; # Sm (⟡) WHITE CONCAVE-SIDED DIAMOND
27E2;B;;; # Sm (⟢) WHITE CONCAVE-SIDED DIAMOND WITH LEFTWARDS TICK
27E3;B;;; # Sm (⟣) WHITE CONCAVE-SIDED DIAMOND WITH RIGHTWARDS TICK
27E4;B;;; # Sm (⟤) WHITE SQUARE WITH LEFTWARDS TICK
27E5;B;;; # Sm (⟥) WHITE SQUARE WITH RIGHTWARDS TICK
27E6;O;lobrk LeftDoubleBracket;HTML-MathML; # Ps (⟦) MATHEMATICAL LEFT WHITE SQUARE BRACKET
27E7;C;robrk RightDoubleBracket;HTML-MathML; # Pe (⟧) MATHEMATICAL RIGHT WHITE SQUARE BRACKET
27E8;O;lang LeftAngleBracket langle;HTML-MathML; # Ps (⟨) MATHEMATICAL LEFT ANGLE BRACKET
27E9;C;rang RightAngleBracket rangle;HTML-MathML; # Pe (⟩) MATHEMATICAL RIGHT ANGLE BRACKET
27EA;O;Lang;HTML-MathML;left angle bracket, double # Ps (⟪) MATHEMATICAL LEFT DOUBLE ANGLE BRACKET
27EB;C;Rang;HTML-MathML;right angle bracket, double # Pe (⟫) MATHEMATICAL RIGHT DOUBLE ANGLE BRACKET
27EC;O;loang;HTML-MathML; # Ps (⟬) MATHEMATICAL LEFT WHITE TORTOISE SHELL BRACKET
27ED;C;roang;HTML-MathML; # Pe (⟭) MATHEMATICAL RIGHT WHITE TORTOISE SHELL BRACKET
27EE;O;;;lgroup # Ps (⟮) MATHEMATICAL LEFT FLATTENED PARENTHESIS
27EF;C;;;rgroup # Pe (⟯) MATHEMATICAL RIGHT FLATTENED PARENTHESIS
27F0;R;;; # Sm (⟰) UPWARDS QUADRUPLE ARROW
27F1;R;;; # Sm (⟱) DOWNWARDS QUADRUPLE ARROW
27F2;R;;; # Sm (⟲) ANTICLOCKWISE GAPPED CIRCLE ARROW
27F3;R;;; # Sm (⟳) CLOCKWISE GAPPED CIRCLE ARROW
27F4;R;;; # Sm (⟴) RIGHT ARROW WITH CIRCLED PLUS
27F5;R;xlarr longleftarrow LongLeftArrow;HTML-MathML; # Sm (⟵) LONG LEFTWARDS ARROW
27F6;R;xrarr longrightarrow LongRightArrow;HTML-MathML; # Sm (⟶) LONG RIGHTWARDS ARROW
27F7;R;xharr longleftrightarrow LongLeftRightArrow;HTML-MathML; # Sm (⟷) LONG LEFT RIGHT ARROW
27F8;R;xlArr Longleftarrow DoubleLongLeftArrow;HTML-MathML; # Sm (⟸) LONG LEFTWARDS DOUBLE ARROW
27F9;R;xrArr Longrightarrow DoubleLongRightArrow;HTML-MathML; # Sm (⟹) LONG RIGHTWARDS DOUBLE ARROW
27FA;R;xhArr Longleftrightarrow DoubleLongLeftRightArrow;HTML-MathML; # Sm (⟺) LONG LEFT RIGHT DOUBLE ARROW
27FB;R;;; # Sm (⟻) LONG LEFTWARDS ARROW FROM BAR
27FC;R;xmap longmapsto;HTML-MathML; # Sm (⟼) LONG RIGHTWARDS ARROW FROM BAR
27FD;R;;; # Sm (⟽) LONG LEFTWARDS DOUBLE ARROW FROM BAR
27FE;R;;; # Sm (⟾) LONG RIGHTWARDS DOUBLE ARROW FROM BAR
27FF;R;dzigrarr;HTML-MathML; # Sm (⟿) LONG RIGHTWARDS SQUIGGLE ARROW
2900;R;;; # Sm (⤀) RIGHTWARDS TWO-HEADED ARROW WITH VERTICAL STROKE
2901;R;;; # Sm (⤁) RIGHTWARDS TWO-HEADED ARROW WITH DOUBLE VERTICAL STROKE
2902;R;nvlArr;HTML-MathML; # Sm (⤂) LEFTWARDS DOUBLE ARROW WITH VERTICAL STROKE
2903;R;nvrArr;HTML-MathML; # Sm (⤃) RIGHTWARDS DOUBLE ARROW WITH VERTICAL STROKE
2904;R;nvHarr;HTML-MathML; # Sm (⤄) LEFT RIGHT DOUBLE ARROW WITH VERTICAL STROKE
2905;R;Map;HTML-MathML; # Sm (⤅) RIGHTWARDS TWO-HEADED ARROW FROM BAR
2906;R;;; # Sm (⤆) LEFTWARDS DOUBLE ARROW FROM BAR
2907;R;;; # Sm (⤇) RIGHTWARDS DOUBLE ARROW FROM BAR
2908;R;;; # Sm (⤈) DOWNWARDS ARROW WITH HORIZONTAL STROKE
2909;R;;; # Sm (⤉) UPWARDS ARROW WITH HORIZONTAL STROKE
290A;R;;; # Sm (⤊) UPWARDS TRIPLE ARROW
290B;R;;; # Sm (⤋) DOWNWARDS TRIPLE ARROW
290C;R;lbarr;HTML-MathML; # Sm (⤌) LEFTWARDS DOUBLE DASH ARROW
290D;R;rbarr bkarow;HTML-MathML; # Sm (⤍) RIGHTWARDS DOUBLE DASH ARROW
290E;R;lBarr;HTML-MathML; # Sm (⤎) LEFTWARDS TRIPLE DASH ARROW
290F;R;rBarr dbkarow;HTML-MathML; # Sm (⤏) RIGHTWARDS TRIPLE DASH ARROW
2910;R;RBarr drbkarow;HTML-MathML; # Sm (⤐) RIGHTWARDS TWO-HEADED TRIPLE DASH ARROW
2911;R;DDotrahd;HTML-MathML; # Sm (⤑) RIGHTWARDS ARROW WITH DOTTED STEM
2912;R;UpArrowBar;HTML-MathML; # Sm (⤒) UPWARDS ARROW TO BAR
2913;R;DownArrowBar;HTML-MathML; # Sm (⤓) DOWNWARDS ARROW TO BAR
2914;R;;; # Sm (⤔) RIGHTWARDS ARROW WITH TAIL WITH VERTICAL STROKE
2915;R;;; # Sm (⤕) RIGHTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE
2916;R;Rarrtl;HTML-MathML; # Sm (⤖) RIGHTWARDS TWO-HEADED ARROW WITH TAIL
2917;R;;; # Sm (⤗) RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH VERTICAL STROKE
2918;R;;; # Sm (⤘) RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE
2919;R;latail;HTML-MathML; # Sm (⤙) LEFTWARDS ARROW-TAIL
291A;R;ratail;HTML-MathML; # Sm (⤚) RIGHTWARDS ARROW-TAIL
291B;R;lAtail;HTML-MathML; # Sm (⤛) LEFTWARDS DOUBLE ARROW-TAIL
291C;R;rAtail;HTML-MathML; # Sm (⤜) RIGHTWARDS DOUBLE ARROW-TAIL
291D;R;larrfs;HTML-MathML; # Sm (⤝) LEFTWARDS ARROW TO BLACK DIAMOND
291E;R;rarrfs;HTML-MathML; # Sm (⤞) RIGHTWARDS ARROW TO BLACK DIAMOND
291F;R;larrbfs;HTML-MathML; # Sm (⤟) LEFTWARDS ARROW FROM BAR TO BLACK DIAMOND
2920;R;rarrbfs;HTML-MathML; # Sm (⤠) RIGHTWARDS ARROW FROM BAR TO BLACK DIAMOND
2921;R;;; # Sm (⤡) NORTH WEST AND SOUTH EAST ARROW
2922;R;;; # Sm (⤢) NORTH EAST AND SOUTH WEST ARROW
2923;R;nwarhk;HTML-MathML; # Sm (⤣) NORTH WEST ARROW WITH HOOK
2924;R;nearhk;HTML-MathML; # Sm (⤤) NORTH EAST ARROW WITH HOOK
2925;R;searhk hksearow;HTML-MathML; # Sm (⤥) SOUTH EAST ARROW WITH HOOK
2926;R;swarhk hkswarow;HTML-MathML; # Sm (⤦) SOUTH WEST ARROW WITH HOOK
2927;R;nwnear;HTML-MathML; # Sm (⤧) NORTH WEST ARROW AND NORTH EAST ARROW
2928;R;nesear toea;HTML-MathML; # Sm (⤨) NORTH EAST ARROW AND SOUTH EAST ARROW
2929;R;seswar tosa;HTML-MathML; # Sm (⤩) SOUTH EAST ARROW AND SOUTH WEST ARROW
292A;R;swnwar;HTML-MathML; # Sm (⤪) SOUTH WEST ARROW AND NORTH WEST ARROW
292B;R;;; # Sm (⤫) RISING DIAGONAL CROSSING FALLING DIAGONAL
292C;R;;; # Sm (⤬) FALLING DIAGONAL CROSSING RISING DIAGONAL
292D;R;;; # Sm (⤭) SOUTH EAST ARROW CROSSING NORTH EAST ARROW
292E;R;;; # Sm (⤮) NORTH EAST ARROW CROSSING SOUTH EAST ARROW
292F;R;;; # Sm (⤯) FALLING DIAGONAL CROSSING NORTH EAST ARROW
2930;R;;; # Sm (⤰) RISING DIAGONAL CROSSING SOUTH EAST ARROW
2931;R;;; # Sm (⤱) NORTH EAST ARROW CROSSING NORTH WEST ARROW
2932;R;;; # Sm (⤲) NORTH WEST ARROW CROSSING NORTH EAST ARROW
2933;R;rarrc;HTML-MathML; # Sm (⤳) WAVE ARROW POINTING DIRECTLY RIGHT
2934;R;;; # Sm (⤴) ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS
2935;R;cudarrr;HTML-MathML; # Sm (⤵) ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS
2936;R;ldca;HTML-MathML; # Sm (⤶) ARROW POINTING DOWNWARDS THEN CURVING LEFTWARDS
2937;R;rdca;HTML-MathML; # Sm (⤷) ARROW POINTING DOWNWARDS THEN CURVING RIGHTWARDS
2938;R;cudarrl;HTML-MathML; # Sm (⤸) RIGHT-SIDE ARC CLOCKWISE ARROW
2939;R;larrpl;HTML-MathML; # Sm (⤹) LEFT-SIDE ARC ANTICLOCKWISE ARROW
293A;R;;; # Sm (⤺) TOP ARC ANTICLOCKWISE ARROW
293B;R;;; # Sm (⤻) BOTTOM ARC ANTICLOCKWISE ARROW
293C;R;curarrm;HTML-MathML; # Sm (⤼) TOP ARC CLOCKWISE ARROW WITH MINUS
293D;R;cularrp;HTML-MathML; # Sm (⤽) TOP ARC ANTICLOCKWISE ARROW WITH PLUS
293E;R;;; # Sm (⤾) LOWER RIGHT SEMICIRCULAR CLOCKWISE ARROW
293F;R;;; # Sm (⤿) LOWER LEFT SEMICIRCULAR ANTICLOCKWISE ARROW
2940;R;;; # Sm (⥀) ANTICLOCKWISE CLOSED CIRCLE ARROW
2941;R;;; # Sm (⥁) CLOCKWISE CLOSED CIRCLE ARROW
2942;R;;; # Sm (⥂) RIGHTWARDS ARROW ABOVE SHORT LEFTWARDS ARROW
2943;R;;; # Sm (⥃) LEFTWARDS ARROW ABOVE SHORT RIGHTWARDS ARROW
2944;R;;; # Sm (⥄) SHORT RIGHTWARDS ARROW ABOVE LEFTWARDS ARROW
2945;R;rarrpl;HTML-MathML; # Sm (⥅) RIGHTWARDS ARROW WITH PLUS BELOW
2946;R;;; # Sm (⥆) LEFTWARDS ARROW WITH PLUS BELOW
2947;R;;; # Sm (⥇) RIGHTWARDS ARROW THROUGH X
2948;R;harrcir;HTML-MathML; # Sm (⥈) LEFT RIGHT ARROW THROUGH SMALL CIRCLE
2949;R;Uarrocir;HTML-MathML; # Sm (⥉) UPWARDS TWO-HEADED ARROW FROM SMALL CIRCLE
294A;R;lurdshar;HTML-MathML; # Sm (⥊) LEFT BARB UP RIGHT BARB DOWN HARPOON
294B;R;ldrushar;HTML-MathML; # Sm (⥋) LEFT BARB DOWN RIGHT BARB UP HARPOON
294C;R;;; # Sm (⥌) UP BARB RIGHT DOWN BARB LEFT HARPOON
294D;R;;; # Sm (⥍) UP BARB LEFT DOWN BARB RIGHT HARPOON
294E;R;LeftRightVector;HTML-MathML; # Sm (⥎) LEFT BARB UP RIGHT BARB UP HARPOON
294F;R;RightUpDownVector;HTML-MathML; # Sm (⥏) UP BARB RIGHT DOWN BARB RIGHT HARPOON
2950;R;DownLeftRightVector;HTML-MathML; # Sm (⥐) LEFT BARB DOWN RIGHT BARB DOWN HARPOON
2951;R;LeftUpDownVector;HTML-MathML; # Sm (⥑) UP BARB LEFT DOWN BARB LEFT HARPOON
2952;R;LeftVectorBar;HTML-MathML; # Sm (⥒) LEFTWARDS HARPOON WITH BARB UP TO BAR
2953;R;RightVectorBar;HTML-MathML; # Sm (⥓) RIGHTWARDS HARPOON WITH BARB UP TO BAR
2954;R;RightUpVectorBar;HTML-MathML; # Sm (⥔) UPWARDS HARPOON WITH BARB RIGHT TO BAR
2955;R;RightDownVectorBar;HTML-MathML; # Sm (⥕) DOWNWARDS HARPOON WITH BARB RIGHT TO BAR
2956;R;DownLeftVectorBar;HTML-MathML; # Sm (⥖) LEFTWARDS HARPOON WITH BARB DOWN TO BAR
2957;R;DownRightVectorBar;HTML-MathML; # Sm (⥗) RIGHTWARDS HARPOON WITH BARB DOWN TO BAR
2958;R;LeftUpVectorBar;HTML-MathML; # Sm (⥘) UPWARDS HARPOON WITH BARB LEFT TO BAR
2959;R;LeftDownVectorBar;HTML-MathML; # Sm (⥙) DOWNWARDS HARPOON WITH BARB LEFT TO BAR
295A;R;LeftTeeVector;HTML-MathML; # Sm (⥚) LEFTWARDS HARPOON WITH BARB UP FROM BAR
295B;R;RightTeeVector;HTML-MathML; # Sm (⥛) RIGHTWARDS HARPOON WITH BARB UP FROM BAR
295C;R;RightUpTeeVector;HTML-MathML; # Sm (⥜) UPWARDS HARPOON WITH BARB RIGHT FROM BAR
295D;R;RightDownTeeVector;HTML-MathML; # Sm (⥝) DOWNWARDS HARPOON WITH BARB RIGHT FROM BAR
295E;R;DownLeftTeeVector;HTML-MathML; # Sm (⥞) LEFTWARDS HARPOON WITH BARB DOWN FROM BAR
295F;R;DownRightTeeVector;HTML-MathML; # Sm (⥟) RIGHTWARDS HARPOON WITH BARB DOWN FROM BAR
2960;R;LeftUpTeeVector;HTML-MathML; # Sm (⥠) UPWARDS HARPOON WITH BARB LEFT FROM BAR
2961;R;LeftDownTeeVector;HTML-MathML; # Sm (⥡) DOWNWARDS HARPOON WITH BARB LEFT FROM BAR
2962;R;lHar;HTML-MathML; # Sm (⥢) LEFTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB DOWN
2963;R;uHar;HTML-MathML; # Sm (⥣) UPWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT
2964;R;rHar;HTML-MathML; # Sm (⥤) RIGHTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB DOWN
2965;R;dHar;HTML-MathML; # Sm (⥥) DOWNWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT
2966;R;luruhar;HTML-MathML; # Sm (⥦) LEFTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB UP
2967;R;ldrdhar;HTML-MathML; # Sm (⥧) LEFTWARDS HARPOON WITH BARB DOWN ABOVE RIGHTWARDS HARPOON WITH BARB DOWN
2968;R;ruluhar;HTML-MathML; # Sm (⥨) RIGHTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB UP
2969;R;rdldhar;HTML-MathML; # Sm (⥩) RIGHTWARDS HARPOON WITH BARB DOWN ABOVE LEFTWARDS HARPOON WITH BARB DOWN
296A;R;lharul;HTML-MathML; # Sm (⥪) LEFTWARDS HARPOON WITH BARB UP ABOVE LONG DASH
